G	c	dx1dt	d2x1dt2	d2	d1	Fc	W	Fg	m1
1.000000000000000000e+00	1.000000000000000000e+00	3.365763993497095985e+00	9.206715380320742881e+00	9.684954471240327933e+00	9.416640528429748969e+00	5.961326170302866601e+00	3.448543253976592382e+01	-3.102293037776788776e+00	-1.064330968959870773e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.672623871003874996e+00	9.979705989458537374e+00	1.169772199516831090e+00	1.287366374068453112e+00	3.554134830556597180e+00	4.946001504764212520e+00	-4.644972639314593366e+00	-7.527176536583599642e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.658720897006372930e+00	8.598454729109379358e+00	4.824657564203586269e+00	4.904266735494732465e+00	2.344037401756969174e+00	2.896304285781500454e+01	-1.703171810826811949e+01	-2.762011138443932090e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.245338119367035645e+00	4.405667419181640732e+00	3.586345506108445047e+00	3.362885631447272150e+00	3.717779817359815997e+00	9.653159880714657248e+00	-3.898442436646722520e+00	-8.075056673750339087e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.323061813760625149e+00	1.001605261444864325e+01	7.690212363835084552e+00	6.664785049220242286e+00	1.040167695601606468e+01	2.845190722989606513e+01	-3.087684601656127015e+00	-1.726555244551800854e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.928556185822863256e+00	9.288823179996082757e+00	1.008589355755519534e+01	1.024388010114897796e+01	6.014515898429419138e+00	3.143375648333507399e+01	-3.827718647363683058e+00	-1.026080859743429983e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.047140386374572962e+00	4.300981198034724784e+00	3.028640265872734716e+00	2.542191273942997931e+00	6.217180365487762650e+00	7.377436714401692797e+00	-3.029043169866023177e+00	-4.258374995290959220e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.935477594405260238e+00	8.092120949100362282e+00	7.179073974451275930e+00	6.351265509461812897e+00	6.175625174761615988e+00	2.045132647494070000e+01	-3.073795656714708446e+00	-7.155772316800147337e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.801818816190249528e+00	1.200264158067940956e+00	2.792604491198073191e+00	9.810554759581233686e-01	3.401765348385592080e+00	8.271559029962556764e+00	-5.716797100750100391e+00	9.527508929998518283e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.096125536491632690e+00	6.365492987494404176e+00	5.826622604205482503e+00	6.180763611372662503e+00	4.469552340931375767e+00	1.951016213988834025e+01	-4.994846258398535355e+00	-2.761447720379258186e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.045257709898676612e+00	3.803468642947539280e+00	5.039189598548516891e+00	4.389534009451912411e+00	7.945324047602475126e+00	1.568336062734086767e+01	-2.135615057318948296e+00	-7.489557348967927908e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.355116219308618142e+00	2.309849841723539576e+00	9.693817271680183367e+00	8.454910934009397749e+00	1.952193799109657846e+00	4.657251899146724128e+01	-1.332097858306239857e+01	-9.142545760983658454e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.088249145724803846e+01	1.986032297577609462e+00	5.676107997034548269e+00	5.081747019390379982e+00	3.471210832419219461e+00	1.903736536135111734e+01	-7.092330877525773403e+00	-1.803550634177379308e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.349771514768251635e+00	7.173049570763438965e+00	3.792893120496579229e+00	2.967095569365063135e+00	4.176172364852789975e+00	1.056018489039422725e+01	-7.591018569200656430e+00	-2.023214512048091152e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.085549071313316460e+00	4.501172110712851726e+00	2.062815128726125824e+00	1.110271670975294889e+00	5.305563067934658150e+00	5.620433716006024483e+00	-4.078360405131896016e+00	-1.141148463910452548e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.726037568811695566e+00	7.691593346227997507e+00	1.612867901753034960e+00	1.471510728060200890e+00	9.205005800710770458e+00	1.083209693699348009e+01	-7.075459040300791091e-01	-6.479867864424819857e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.903840105486191980e+00	1.612771218013007379e+00	2.684458471737085183e+00	1.633103572918618074e+00	1.458438586070504916e+00	1.700372237503587414e+01	-1.164132487556845064e+01	3.873888276743636006e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.392340389342185070e+00	3.422981133862875058e+00	4.579624743706497192e+00	3.071816912577286729e+00	6.611513309068048017e+00	6.975405593538662075e+00	-3.961006342877736675e+00	-2.189464358913043540e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.853834064540949012e+00	5.792049982919473372e+00	8.030015191264778807e+00	8.592734604139680599e+00	2.787165694150696815e+00	3.772916223618435794e+01	-8.438154964641022104e+00	-1.388587538251325526e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.052155021024035797e+00	7.514142396237629917e+00	5.838399306754395113e+00	6.437089319515735042e+00	8.920341288663149015e+00	2.256406416830163053e+01	-2.872473557776066500e+00	-1.435658335716425427e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.611946477972171721e+00	3.846375454156150120e+00	5.248697747002418090e+00	5.713936245897007993e+00	1.242290677803688403e+00	2.516243997908220820e+01	-1.233248260044118183e+01	5.358078457181884247e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.641906396982832916e+00	6.682633843466653900e+00	1.968182127084138200e+00	1.465366768574630996e+00	5.113979376256281739e+00	3.514557123037606701e+00	-3.545611020608841368e+00	-7.242532298463277840e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.252947560988948883e+00	7.632107794592771555e+00	8.289850068678353168e+00	8.527984437394277251e+00	8.020984825083058212e+00	3.068734339593268601e+01	-3.570121394030865591e+00	-1.196551902067431570e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.542417116972777613e+00	6.414242036182311146e+00	7.370589229835512235e+00	7.183262955293197471e+00	6.842529268349752947e+00	2.337023476179055592e+01	-3.261538125887666340e+00	-9.715213957989188032e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.905525600812173259e+00	2.440508455739317739e+00	1.210990982683121553e+00	-1.194257788758810168e-01	5.209027121875515753e+00	2.399440182603325145e+00	-4.243307898196608363e+00	-1.433822537662192609e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.257100251475178787e+00	1.497841692710713879e+00	7.954982123744125388e+00	5.118022754878324143e+00	4.983991790121740095e+00	1.958310694386226913e+01	-6.073115325586244673e+00	-3.143827122183878231e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.960731060441371021e+00	9.186417236711514889e+00	5.937065109557502218e+00	5.581174409509571888e+00	5.367215899065443274e+00	1.697255732190778232e+01	-4.057172388508937466e+00	-3.083433097062009409e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.516119934680704606e+00	9.535322809748074668e-01	1.179952138730285593e+00	-3.014949209748763598e-02	4.246403931651949293e+00	-3.208037179022174001e-01	-2.609253736906793186e+00	-9.058582953788027226e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.643767575685227911e+00	9.178662679266524904e+00	5.590447624601404542e+00	5.157127683209000502e+00	3.148516965840542525e+00	1.489733266133822909e+01	-9.487483338863727411e+00	-1.308399681773921586e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.087657837091676072e+00	6.090242352388751002e+00	4.831454596004114421e+00	5.248411428616083008e+00	5.251242969709904784e+00	1.651630365607091733e+01	-4.411281323143957600e+00	-2.898643794059508139e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.260133360181857398e+00	9.323430653002581892e+00	1.625580969841534440e+00	1.389215080808310132e+00	3.199061287770546880e+00	8.550583782249249865e+00	-6.427347433340409033e+00	-1.970157999540167459e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.005122309976378858e+00	9.045162541525078481e+00	9.509597996976662415e+00	9.528053345509166050e+00	3.577748639189237689e+00	3.116840876823941286e+01	-6.788461779970795362e+00	-2.670065533967407845e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.931604643514841513e+00	9.576824017469803607e+00	9.706268043547035873e+00	8.539284904774431695e+00	6.436874245640252568e+00	2.954462208395444733e+01	-3.723269624313843451e+00	-9.159848327852677130e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.843107846933712324e+00	4.977410459048470237e+00	6.008804274716601057e+00	6.853746496541379685e+00	9.522454675956165460e+00	3.010318379706484393e+01	-2.321515493317562573e+00	-1.623947607137331772e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.239890349027053862e-01	7.779036064832306252e+00	4.423386803176954984e+00	5.444576442647775849e+00	7.122577092543931343e+00	1.648186251683683778e+01	-2.936183794669899427e+00	-5.561967958193640982e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.384008490321666507e+00	4.146812399300349838e+00	5.122735905944630019e+00	4.200833701065785242e+00	8.223046313120460082e-01	2.893250442144721646e+01	-1.516222649980219472e+01	3.558343538961536545e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.643223630349422315e+00	5.122720817649641489e+00	6.502960537859094892e+00	7.109620102924225193e+00	8.467471793163042770e-01	4.440032317532664763e+01	-1.594518164373231350e+01	-7.948323497984359776e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.212053509468656642e+00	6.034103388025028991e+00	6.247863079477007808e+00	5.160407866974543900e+00	1.001212767449180596e+01	2.824055164076917990e+01	-1.971830367786381100e+00	-1.304722956852535560e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.495535669377697552e+00	9.300867752286897883e+00	1.096548281404771341e+00	8.588333864709793986e-01	3.486172871550049290e+00	2.373846479650513874e+00	-6.270242546401803452e+00	-1.557721770977515519e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.451801365508855746e+00	8.962425676069269542e+00	5.691160853731231484e+00	5.625409086844204154e+00	7.868262202385643000e-01	2.835999242654354902e+01	-1.372062933350793834e+01	-1.802421889910738173e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.949990343965500195e+00	8.689845346668093384e+00	9.223947831629855543e+00	7.819337755298444215e+00	6.358219381229877065e+00	2.568386361889888647e+01	-3.935704089085540147e+00	-7.900789437711307528e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.910234247895155058e+00	4.237698554365464609e+00	4.471440657927066908e+00	4.844656164290856104e+00	6.502408822620738604e+00	1.634856668754932585e+01	-3.806838347139762213e+00	-4.814821029274517628e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.639096400591272484e+00	5.259055398466892406e+00	2.034700339016723536e+00	2.053290681244019034e+00	6.603325833468337791e+00	7.200121343853157718e+00	-3.650482438012173869e+00	-1.778926555779686325e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.359316636378979481e+00	7.651758445036343836e+00	8.453013320041302237e+00	8.012701029856323487e+00	3.777586554030780253e+00	2.977006785115538179e+01	-7.425116789962576291e+00	-1.731836588763108864e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.363971430799719720e+00	3.300105935337878105e+00	1.987337970688536126e+00	2.283931013174556046e+00	4.147347447638822793e-01	1.671052704270925560e+01	-1.960870716918758561e+01	-1.708354703895215820e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.133688621734739499e+00	1.665030014431024830e+00	3.637178902312875550e+00	1.887252786485005274e+00	9.692163464885160451e+00	9.042091747441427074e+00	-3.344541851077453387e+00	-7.879436194667852078e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.157172444005726497e+00	4.388461981677446389e+00	2.522686630136459662e+00	1.149648935420444218e+00	3.143900876994580873e+00	7.744363734589336801e+00	-6.773373372523006530e+00	-6.381699114240567461e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.944248470017956976e+00	3.660464926994241530e+00	4.022395223823100885e+00	3.377567852845231755e+00	7.104700112422259295e+00	9.085071152403578765e+00	-2.759386630302615551e+00	-4.154929363331844883e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.033356899422688713e+00	2.853276483248469830e+00	7.997170499913073272e+00	7.802257777405850803e+00	6.422552724069256591e+00	2.579880573109443986e+01	-3.952737512729628033e+00	-1.049512362534353542e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.360829785221595589e+00	2.565406496091365174e+00	5.480394822761042839e+00	4.867297249998316033e+00	6.207312677337482931e+00	1.476965875586682486e+01	-3.679761884861805221e+00	-5.696470314188865558e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.980891069311922159e-01	1.077016348502531251e+00	2.882761339318009153e+00	1.595482964509612023e+00	3.826861721090696111e+00	2.555283927266923438e+00	-4.090535331111914807e+00	-1.861511023690460576e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.742690506153842023e+00	7.395865600998168254e-01	9.034218279882534119e+00	7.895543614632436480e+00	3.732634703689456046e+00	2.531176619161617225e+01	-7.089317235510004700e+00	-2.530191544601962050e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.716499262414732385e+00	1.058855473944177028e+01	9.329500063774114338e+00	9.419355162939469395e+00	7.377918667612664905e+00	2.973236749421347014e+01	-3.676726874610386275e+00	-8.253891632717751747e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.045337008847402771e+00	4.853872029048636350e+00	7.989266542907947688e+00	8.638644988842743899e+00	9.230880357638122646e+00	3.353028990340931159e+01	-2.047518934214088038e+00	-1.676710197039896002e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.086254931571179583e+00	4.024450703946865993e+00	3.864225458964348103e+00	2.786239736174221715e+00	9.770089427218890066e+00	1.148444050458513566e+01	-1.481822073670501227e+00	-7.611165799306124313e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.734998765773098972e+00	6.842981963165002846e+00	4.421204895016657588e+00	4.015834453174054630e+00	2.641022594195985285e+00	2.791995252248596060e+01	-1.321482905597233248e+01	-8.181397595560920166e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.650928733686277461e+00	2.682800741329312899e+00	1.028679525439013709e+01	8.873044487516050793e+00	2.229088971051962798e+00	4.434277066376198206e+01	-1.080036831891584370e+01	-1.536378628670938085e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.420322570738529411e+00	9.388922567396630114e+00	7.992119260563617544e+00	7.597382157022169125e+00	1.034330451159222974e+01	3.184733970721632801e+01	-2.916466303974365903e+00	-1.861571406573557681e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.721811752105109505e+00	7.477084435853898370e+00	5.348367161877657372e-01	5.679330861835640842e-01	8.234345832742024029e+00	3.882351434372401044e+00	-2.356176206727858435e+00	-2.949886012525655588e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.392805875541944793e+00	1.350535386210911959e+00	1.879396585854332891e+00	6.036644921290037491e-01	8.705723661523711243e+00	2.982323240987741819e+00	-1.735030066066095333e+00	-4.936991778101607764e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.242136387652247542e+00	5.185984287626021150e+00	4.651693924348284881e+00	5.717149333655725307e+00	3.864557230239592300e+00	1.931901928517827471e+01	-9.492373092635668641e+00	-2.371931391469444605e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.738579365515701802e+00	9.015483961411776548e+00	9.775019055125158118e+00	9.722423861520255173e+00	6.530065721175546400e+00	2.507097268354825559e+01	-2.970555883938192920e+00	-8.196555978562744826e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.741988358228822253e+00	9.417585706793371259e+00	5.454563914600843333e+00	5.760586719329716665e+00	8.496656863374672852e+00	2.210602379392901895e+01	-3.456775956026270524e+00	-7.467518952379472807e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.525261438091442656e+00	5.208077100076457633e+00	4.652195923503738229e+00	5.488458209062668125e+00	7.285029163680900588e+00	1.864340742696627373e+01	-3.660331126483156616e+00	-6.271881614940004823e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.406495423186288285e+00	6.495280153446268301e+00	2.798905090423291497e+00	1.275856938440345756e+00	4.369360064851281145e+00	3.043706035252571773e+00	-4.725439347419490232e+00	-1.325782353555583271e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.348146642112395988e+00	2.386612903922383566e+00	7.011461439611077928e+00	6.848922112053911881e+00	7.233152018868576061e-01	5.609514868658681053e+01	-2.144792466215628224e+01	2.952937061187829393e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.795107940163076066e+00	1.020905583388345939e+01	8.879291048747282034e+00	7.411221737420028433e+00	6.053876603877320406e+00	2.579210020355456834e+01	-3.363441620883249161e+00	-6.887555183267485859e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.954020682896749683e+00	3.332323177748427678e+00	3.952124823206370596e+00	4.234898226116751374e+00	2.968842166856741294e+00	1.426560471788518036e+01	-6.854908011536443802e+00	-1.920413272826422357e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.782719014014229941e+00	8.607561398654951290e+00	6.932577318065327177e+00	8.019057883126098574e+00	5.740111920717968275e+00	2.712646243928650236e+01	-4.263457079968859809e+00	-4.481994333739191916e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.234438533777466596e+00	6.773409744669047328e+00	1.060823364537006697e+01	9.007775634945918597e+00	9.602554016920604951e+00	3.891982290630181041e+01	-2.304662711672387232e+00	-2.133509587059428156e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.247838298589222461e+00	5.629402288698925894e+00	2.830338130239589578e+00	2.419683598593389995e+00	3.718128431317223370e+00	1.120641748859543974e+01	-4.909377056774413717e+00	-1.685474568684001184e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.282240859731832217e+00	5.968840928637486165e+00	5.982140905229289096e+00	4.782881845883816041e+00	8.673450212288216221e+00	1.978821508864593426e+01	-2.368044792017879985e+00	-1.021813766406259560e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.483374065465940639e+00	3.504376886996425799e+00	3.947949280428130869e+00	2.384653502346576470e+00	2.764768252277066907e+00	1.631059745078493961e+01	-8.912190015858259429e+00	-6.330866317822563261e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.044367696363484477e+00	2.247945113590346100e+00	7.949906828919088397e+00	6.562373429843322725e+00	6.798626838667646055e+00	2.421916323348530398e+01	-2.743435567617620752e+00	-9.867448167665264691e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.734722411881324255e+00	2.919225806803612322e+00	6.323655471599220590e+00	5.914456722980019343e+00	9.937830398264773990e+00	2.606291364620244977e+01	-2.030279959773934273e+00	-1.448355451885330183e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.660924497903380370e+00	1.499786423309246830e+00	7.594178850648489743e+00	6.571024548577248936e+00	1.893174620240757999e+00	2.835807022434965319e+01	-1.264426836216208727e+01	-1.259072066412549873e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.058963865200533316e+00	8.559065113050545293e+00	8.163257291842235475e+00	6.843742958910673302e+00	1.417747785672500482e+00	6.980757438582897123e+01	-2.493160353581113142e+01	-1.871234018274094524e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.610719715908571104e+00	4.547116622559093102e+00	5.085591800423207687e+00	5.007117200554041858e+00	5.213309862551962937e+00	1.412383429736551399e+01	-4.207600188595785440e+00	-1.875873824980715909e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.025495552235151431e-01	2.162317640711275413e+00	8.132800515698656696e+00	7.914483081777340168e+00	2.031042510372750964e+00	4.493094972347495286e+01	-1.257103183275675384e+01	-8.915989973963174720e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.057805428091997513e+00	1.055139717183962489e+01	6.419743782349366157e+00	5.737416107904973472e+00	7.032775560832276618e+00	1.997312048266735118e+01	-4.350829301591544684e+00	-7.949600122215602482e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.646138252062374185e+00	8.271034902583405568e+00	1.578510589874469128e+00	1.457197536318523667e+00	1.037733017233400190e+01	8.977502197463966382e+00	-2.110683277091412346e+00	-5.675909263307074326e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.912600061302955901e+00	9.845288384777765245e+00	7.822233212978806804e+00	7.713926371345206867e+00	4.064397435399508929e+00	2.027694380167707067e+01	-3.420661032255434719e+00	-4.212949129940384552e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.565676072393433316e+00	1.077960423980542082e+01	8.355734239983982903e+00	8.039212921529426126e+00	3.258772863125515507e+00	2.691593352952841656e+01	-7.910057298629729949e+00	-1.430330751901922071e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.883116575288704464e+00	1.731101014405847405e+00	3.797721814227610793e+00	3.644292247106538873e+00	4.317539282277053303e+00	1.101968160154344822e+01	-4.744869869665119921e+00	-2.148302931375954117e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.573580989982138689e+00	4.470644401718039340e+00	8.659448473410993330e+00	8.891042095873011419e+00	7.725450082119365902e+00	2.809461556793384673e+01	-2.223710157727889047e+00	-1.165871573074382610e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.730665496976142137e+00	7.621372405060490962e+00	9.015294124940174569e+00	9.571484047249811056e+00	1.156365218339556078e+00	8.320191790707133350e+01	-2.586978139184235204e+01	-4.234051718672620090e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.467997175324782244e+00	7.741522847825348386e+00	3.037547473442527846e+00	2.890551194939551483e+00	6.213783127507735315e+00	1.041011011474480163e+01	-3.886877832158587509e+00	-2.460467453015943562e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.459514065868141808e+00	1.049273239192256790e+00	9.737596948107889006e+00	8.908478217016687850e+00	7.340743210326344581e+00	3.213612995325194532e+01	-3.262669209535523862e+00	-9.377911794054814720e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.012443759059116211e+00	9.355780368816882131e+00	3.489512434061570190e+00	1.718810861515345234e+00	7.338892683392961303e+00	7.932188899782061320e+00	-3.747807843079366652e+00	-2.664212346990258595e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.654184321432917049e+00	2.957170840573660087e+00	3.539526902967121913e+00	2.606364592241693590e+00	3.001228678374751713e+00	7.409558321772202305e+00	-6.246763307653307784e+00	-1.475202665753467102e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.309372427417029527e+00	3.525528034515704512e+00	2.175549343423145210e+00	2.162068486981720827e+00	7.861512927052801913e+00	3.435281165997384534e+00	-3.428665817917652792e+00	-3.521172113938260395e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.757547776127457162e+00	5.799158165963746114e+00	9.194187293257725102e+00	9.241094823612094444e+00	2.669018465626097569e+00	5.218436427276685663e+01	-1.451600495719262085e+01	-1.406414428386945836e+01
