G	c	dx1dt	d2x1dt2	d2	d1	Fc	W	Fg	m1
1.000000000000000000e+00	1.000000000000000000e+00	2.274003128833377296e+00	3.765577824317212219e+00	6.033510044688345175e+00	5.525840569456044626e+00	4.832873331466331024e+00	1.833166524438062339e+01	-4.500329691740007299e+00	-3.368168944013527977e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.560077496163501998e+00	9.299891495172573741e+00	9.433261570478411073e+00	9.239058967268048761e+00	7.132901487605335156e+00	3.219048797885202617e+01	-3.272500981619344440e+00	-1.114755950028616240e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.346621210931260748e+00	9.778637610768178945e+00	1.530664854209381698e+00	1.221423411387540403e+00	3.993902793714168009e+00	4.735398930969139109e+00	-5.584673204125929935e+00	-5.577336269250697143e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.100620416055937412e+00	9.558289472926112751e+00	4.762831910704355742e+00	4.438194736323654688e+00	1.528678605687877834e+00	3.065010009062261176e+01	-1.779989091139544044e+01	-4.481773982394400058e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.044401433313282723e+00	5.313386348089902178e+00	3.342252893229348487e+00	2.979225968379206613e+00	4.461612262741081913e+00	9.775777542588869551e+00	-5.119685240196738540e+00	-1.405368817574226092e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.730745855873194294e+00	8.741018816983929796e+00	7.544172334825200998e+00	7.341361067921465811e+00	9.470963449591559780e+00	2.964121006619361864e+01	-2.617296778374323285e+00	-1.673855953459345756e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.493846907013983483e+00	8.540065513716642798e+00	9.855533758277273293e+00	9.570621903148900600e+00	6.817516978663434202e+00	3.203901422083960426e+01	-3.450713893968103907e+00	-1.022714730431519428e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.275449662334786183e+00	3.748725797949103544e+00	3.328148554107333457e+00	2.830676593401638463e+00	7.059864837277779692e+00	9.762494612582377940e+00	-3.138627388220663672e+00	-4.036365164517467718e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.478359382243915388e+00	8.445573090665096316e+00	6.937467986468534242e+00	6.648910775884870006e+00	6.760653107944326834e+00	2.247855600750564520e+01	-3.213852528070296088e+00	-7.069609256501283312e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.446072990545030024e+00	1.398804548483255639e+00	2.750799045168546453e+00	1.216188679371701831e+00	2.822103336647463490e+00	6.299014084533218316e+00	-5.628579946105546128e+00	-1.028126326138102797e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.525540701735792926e+00	6.303701818975442350e+00	6.062612465305083020e+00	5.676618574429398656e+00	4.710445737162559432e+00	1.878367158684234894e+01	-4.774298943441826815e+00	-2.940457098228015198e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.620990679299318726e+00	3.109150395582685356e+00	5.219271193829462696e+00	4.467125157671444136e+00	7.665241062168559161e+00	1.682943931403772808e+01	-2.913281889369041533e+00	-7.660251931565827022e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.637824128382218802e+00	2.032084617538122640e+00	9.762018787981661561e+00	8.909297441762953795e+00	1.929195398946617068e+00	4.864275080559996667e+01	-1.324343375186433391e+01	-1.182253697943451165e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.762494038684545572e+00	1.698497530406431588e+00	6.426547370107559942e+00	5.331492386481645696e+00	3.472085677458734310e+00	1.964583141779317188e+01	-6.305208899923452570e+00	-1.875288122196197094e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.222882554217258999e+00	7.306092888914991867e+00	4.217931211855399098e+00	3.879817885069358763e+00	3.433836814242539059e+00	1.404339516428899159e+01	-6.929416721788903999e+00	-1.086313071358904736e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.636250542802208052e+00	4.022075628881881748e+00	1.932779901564132485e+00	1.524972044743564847e+00	4.819594147791200989e+00	5.171203892698027715e+00	-4.204052567069898494e+00	-1.171210197646016837e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.006923180670225904e+00	7.532413777276101285e+00	2.404665292742742100e+00	2.082915813372213876e+00	9.832027475964101981e+00	8.813900179705907334e+00	-2.449402367096601196e+00	-5.841108436897901868e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.281060293855028398e+00	1.565045479616362201e+00	2.957768564536138456e+00	1.827313203123206664e+00	1.689090201982103467e+00	1.237052395291311946e+01	-1.097986572396466443e+01	-4.863481814138895132e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.971585271818254270e+00	3.876959475236986918e+00	3.363159306831114304e+00	2.712852037412159856e+00	5.646199696014182479e+00	9.208709371717377579e+00	-3.623751886065157635e+00	-2.485285242891143653e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.029492769271859398e+00	5.868552041031163569e+00	8.569984610909676448e+00	8.343015898216840753e+00	2.646215879498094559e+00	3.622112985953886977e+01	-9.956054022153105976e+00	-1.524685039866933423e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.508792152112318874e+00	8.119661539321805677e+00	6.114831633088287255e+00	5.787058087769263004e+00	9.730556280413191317e+00	2.432872811841228966e+01	-2.471937149731477046e+00	-1.413102842907761953e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.303644749547508752e+00	3.955726557361574969e+00	5.705996233370366433e+00	5.291202296491579915e+00	1.949975716313176122e+00	2.738395180186192235e+01	-1.266090430965493319e+01	-6.581062571088658331e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.177760854338913532e+00	6.669978265059017808e+00	2.012612658433599933e+00	1.768755960232104352e+00	4.672162457676983571e+00	5.626625013216393967e+00	-4.676473564568301100e+00	-1.042990292333619884e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.377493077027741819e+00	8.935278937757164641e+00	8.751526904558861730e+00	8.581072415875564019e+00	7.581741805903101650e+00	3.038438847255592279e+01	-2.940515003352179857e+00	-1.188765519813726712e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.980821270449640181e+00	6.537977589046874094e+00	7.540331543111198798e+00	7.170235648138815421e+00	7.342159854953049347e+00	2.554111401979819718e+01	-3.102907134980361636e+00	-9.456075761583299766e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.741137026045723513e+00	3.092400210351443413e+00	1.558917863624246669e+00	1.016406673487209034e+00	4.786081408624133005e+00	3.557019582753191411e+00	-3.940301950053865632e+00	-9.909311526279969584e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663013508785278205e+00	1.224088764202429180e+00	7.325327005247149970e+00	5.714912047877517942e+00	4.167033174216776104e+00	2.068545323141382752e+01	-5.084558868782153240e+00	-3.161338671868127648e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.956222251615455932e+00	8.971754408984990548e+00	5.927827478730147703e+00	5.670904026938754505e+00	4.521265233952874496e+00	1.875887928631536994e+01	-5.065053131194926728e+00	-2.604621965314088072e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.691342106812554924e+00	1.212117783357826717e+00	1.640953376264346009e+00	1.391540255700345341e-01	3.399632508606655001e+00	1.204816252904276741e+00	-2.147003722969138551e+00	-9.320058079991237321e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.740461067035388609e+00	8.758714169379922865e+00	5.092343607019707008e+00	4.846804825540671935e+00	2.802563245696376271e+00	1.979793550836004812e+01	-9.034177150056331485e+00	-9.336709825020998110e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.026780232099360646e+00	5.730146689323827758e+00	5.530699148540722199e+00	5.025299552858012220e+00	5.319706387857225494e+00	1.648375044685366220e+01	-4.019037447171138311e+00	-3.360816590882295429e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.435888006410140250e+00	9.343785284053643281e+00	2.438349782768271634e+00	2.302410546234282762e+00	3.220138755339017500e+00	8.441665430272168535e+00	-6.936511722343165154e+00	-6.799352083330789220e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.063128768957087189e+00	8.170646779447206853e+00	9.574863483071325732e+00	9.293225426375490983e+00	3.700337922690568604e+00	3.268065788264004823e+01	-6.863338036645310503e+00	-2.618295334175977374e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.198167659632339621e+00	9.870517502714470481e+00	8.617320808362988416e+00	8.426718772269101265e+00	6.940589807952615153e+00	2.872368413567101086e+01	-3.261599125903739793e+00	-9.480560552208373792e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.272500308009288261e+00	4.107772654622636743e+00	7.049398543568751840e+00	6.645013332369505754e+00	9.675322340641917762e+00	2.718974376720802510e+01	-2.604055495459446590e+00	-1.653752735308164858e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.837830572775744686e+00	7.819840193172733933e+00	5.196906730887551618e+00	4.842474702604454784e+00	6.371890716874514915e+00	1.610819832932694595e+01	-3.443796976702971246e+00	-4.907190415860242894e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.742689182938121029e+00	4.638813889445628114e+00	4.768426094723198005e+00	4.346166215945599376e+00	1.666000505342276394e+00	2.633089036544228634e+01	-1.515060485450332095e+01	-5.694882874797667860e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.381779422909784616e+00	5.318910675776936436e+00	6.847668553200550789e+00	6.543893878649429396e+00	1.719035843312898937e+00	3.965650593012805558e+01	-1.572381831942789887e+01	-6.684767453658974290e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.871533707708945560e+00	6.664454097294616908e+00	6.019056973418266843e+00	5.703691720123488906e+00	9.460446824754338735e+00	2.241164345114928125e+01	-2.475042050414122397e+00	-1.332308761057170727e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.552470837158164585e+00	8.857260190018735102e+00	1.527812869199340229e+00	1.254871052901127992e+00	3.667957365171401474e+00	4.834672413058246576e+00	-6.147898404943481054e+00	-4.615236597528905804e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.471864061426444881e+00	9.778951105890579143e+00	5.625497995663502060e+00	5.365890802687360406e+00	1.924394942273861098e+00	3.066114912715635299e+01	-1.476068161344911189e+01	-6.001660691541646386e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.503369124675309365e+00	7.943114586162939084e+00	8.271219168657850673e+00	8.080016857677220443e+00	6.330054561016883241e+00	2.695658436111473222e+01	-3.503732661805801119e+00	-7.497850928863171305e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.117231537582465073e+00	4.867158826302078189e+00	5.071009795171770307e+00	4.618514740906839222e+00	6.617187846349304792e+00	1.595997291355188352e+01	-3.338283397439176348e+00	-5.249566567745133483e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.519715349696010964e+00	4.815046582849780599e+00	1.451773897350776110e+00	9.694158453513943563e-01	6.955742872764354878e+00	3.679786671973166001e+00	-3.158469042918429004e+00	-1.902011343951522804e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.869084744593915381e+00	7.614474636774924754e+00	8.085450496432082801e+00	7.790087905295022708e+00	3.440817777042222136e+00	2.857384633640743843e+01	-7.350801971548304614e+00	-2.171381035145055449e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253113048024170340e+00	3.069309903107259263e+00	2.788337588036333692e+00	2.186813266034360215e+00	1.142808663364198729e+00	1.907048652937784183e+01	-1.948139523023171549e+01	-2.728194817260856553e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.186388560245484669e+00	1.943597990423093780e+00	3.462797447528113803e+00	2.404846056611982252e+00	9.712547461490668610e+00	1.014962889691469528e+01	-2.511459345843475521e+00	-8.435526441331161607e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.652199423519113752e+00	4.216878480352949765e+00	2.435903355087112310e+00	1.995888313434073247e+00	3.236350516822709800e+00	7.937250539365467539e+00	-6.884011291161273860e+00	-7.241786502864546726e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.928027076721807731e+00	3.645029597223445883e+00	4.037267360470503164e+00	3.383467636831257064e+00	7.154546897209670853e+00	1.195940222614684600e+01	-3.056574978649085672e+00	-4.822591381048182768e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.846540111036880205e+00	3.681329094422086001e+00	7.858205370994832961e+00	7.280996428410822396e+00	7.338064997508692677e+00	2.546803395558410088e+01	-3.124717976866823843e+00	-9.940517167368659557e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.884757745343393243e+00	3.147102495299670899e+00	5.673704875713011297e+00	5.053458814892992201e+00	6.384074641047650545e+00	1.759402443502987623e+01	-3.426887304425703995e+00	-5.687928087507701491e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.075919764967912418e+00	1.418326293000117255e+00	2.796005002901611025e+00	1.415642144892806931e+00	3.794996975397363581e+00	6.101048997747485991e+00	-4.488546673879050708e+00	-1.550814314312529874e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.336858775200786553e+00	1.189129411318507801e+00	8.857914784557388899e+00	7.168660435489543126e+00	3.387565752493109539e+00	2.722208415617519961e+01	-6.318306947834117615e+00	-2.692378858840016065e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.410859989609431153e+00	9.852759486395749278e+00	8.887544962129823034e+00	8.615606734661616528e+00	6.363801888837555154e+00	2.887871162348520926e+01	-3.498122499839066979e+00	-8.160576373178972176e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.482385491073092254e+00	4.859662919867757225e+00	8.736288382922467122e+00	8.376649493261998813e+00	8.780844201633822621e+00	3.279666022868597253e+01	-2.866136289748177912e+00	-1.659028439295198609e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.905411103533490191e+00	4.411601373143686722e+00	3.093581006961937607e+00	2.772107990788445608e+00	9.585384389755581935e+00	1.148585125676458141e+01	-2.510459653126592361e+00	-7.283633984121181015e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.659840450893354635e+00	7.117798054320379819e+00	4.979035377800587803e+00	4.789544708852864652e+00	1.990767712761575492e+00	2.570531896051827658e+01	-1.350394370547951972e+01	-6.134987865514595740e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.300195127271427609e+00	2.982746771544062092e+00	9.939458873795510740e+00	9.173976102749495709e+00	2.407700224467133054e+00	4.258102534840224251e+01	-1.081000695044199134e+01	-1.429087826409914186e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.040301759151203154e+00	9.643324749168254328e+00	7.982370735826950892e+00	7.794955567361762760e+00	9.502466982669725226e+00	3.131806659565471307e+01	-2.627857732574827132e+00	-1.761100772959959215e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.792320561758492303e+00	8.004023683053951288e+00	1.288044200550368501e+00	9.400169761695587045e-01	7.571532634227775560e+00	3.705381875330934882e+00	-2.883745221780822376e+00	-1.789808881412394825e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.577732191633087311e+00	1.831566558608728412e+00	1.619458448804195871e+00	4.672819992389602994e-01	8.828942412220850855e+00	2.746839484905451378e+00	-2.406585676244589855e+00	-4.900002078545376349e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.004465564582557313e+00	4.840878175438326991e+00	5.184631216362359574e+00	4.761990845384806548e+00	2.829815688791099237e+00	1.962402068949122480e+01	-8.671345373430167314e+00	-1.061733132177636030e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.662919493257562609e+00	8.954407549915755382e+00	9.263893217683174086e+00	8.936353385911186109e+00	6.331263084830618837e+00	2.973572277218215021e+01	-3.582330296747359810e+00	-8.042419104186090806e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.852791298746919502e+00	9.549065539929157964e+00	5.814484245169310839e+00	5.642918386992128887e+00	7.304395465687442801e+00	1.985078973567066640e+01	-3.080927549559256740e+00	-7.309094114802144304e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.922235570321354725e+00	5.239406258827812302e+00	5.486221315066389437e+00	5.086739506566090085e+00	7.092071246327594558e+00	1.750551491634411505e+01	-3.175190398503023648e+00	-6.560896483483421093e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.603062363856677663e+00	6.593147981205082608e+00	1.990645079551266461e+00	1.572121942499649316e+00	4.698494878161579180e+00	5.286009641577290807e+00	-4.725792688331999614e+00	-1.013356478243696301e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.769314512333069800e+00	2.442625554403541788e+00	6.837835285621198800e+00	6.121210702978321372e+00	1.134045741616508396e+00	5.305547918666282925e+01	-2.200277784251969848e+01	-4.953040110664018059e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.012368094475890601e+00	9.843184622182272747e+00	8.570457591064160496e+00	8.130472960328990695e+00	6.337533601122936844e+00	2.739587152964164218e+01	-3.525080700730210292e+00	-7.258670121226603555e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.310194218266294897e+00	3.084691872686549541e+00	4.425362411381894567e+00	3.783826424415448475e+00	3.344604694870399353e+00	1.431252370203430502e+01	-7.010946983779080099e+00	-1.174733322617290909e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.136202971331320644e+00	9.363995760166996973e+00	7.988371872113801508e+00	7.838795511941279770e+00	5.104197793909428960e+00	2.495917016419913992e+01	-4.453779635314555563e+00	-4.368024199006085695e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.412312007055792407e+00	6.915488375095385720e+00	9.749912050521267304e+00	9.374040174573744721e+00	9.659222704063754605e+00	3.835169823849511062e+01	-2.634114854106845538e+00	-2.204236304186873383e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.881850676401636946e+00	6.537745569241316446e+00	2.884580189403759043e+00	2.465803263973035175e+00	4.521519550057954362e+00	8.320326416897188437e+00	-4.901032262294989117e+00	-1.360792684287999776e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.030733785917827383e+00	5.590016167499112676e+00	5.712075933174883602e+00	5.347335905432985648e+00	8.594082549200786403e+00	2.055586949184204570e+01	-2.753973102067899692e+00	-1.020840598789183531e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.888680723835293840e+00	3.055339762862649522e+00	3.591449871237974989e+00	2.892181226629833901e+00	2.717224758053227607e+00	1.309182674338054930e+01	-8.435525444775104020e+00	-7.412744109379864277e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.429555743422298519e+00	2.584715389114643713e+00	8.052370571294668267e+00	7.393037184365955028e+00	7.084952176640489263e+00	2.592784912093549110e+01	-3.044621360457171022e+00	-9.583064588603166101e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.700461731857454417e+00	2.987278568855128213e+00	6.167516018484620943e+00	5.520735463403302568e+00	9.819712859767964375e+00	2.316189149990803742e+01	-2.507951396527047017e+00	-1.500876929401543123e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.757823410638484241e+00	2.685040509601910319e+00	6.739891550819139709e+00	6.050448971285783628e+00	1.941532454725591439e+00	3.362987246928922502e+01	-1.307203528184844998e+01	-8.357612773544518703e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.275395987480609561e+00	8.047408930797400828e+00	8.205815966265275208e+00	7.990265314643376193e+00	1.220996885262365605e+00	7.210695369749946337e+01	-2.537647039280943062e+01	-4.310901623886018719e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.821053671658746431e+00	4.141494990020691880e+00	4.631378202497571372e+00	4.074233206184675993e+00	4.898123470326315676e+00	1.338572443821226621e+01	-4.492507886842328269e+00	-2.481893328741101357e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.429986255570444786e+00	1.573213126105849957e+00	9.229135712962738936e+00	7.956541641197516057e+00	1.884285385786825584e+00	4.605497043698585458e+01	-1.335504721363441050e+01	-1.135909013329741235e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.809084765468803369e+00	9.746807012128398284e+00	5.720413941194127716e+00	5.571748454036467457e+00	7.709978508969912880e+00	2.003089615968474035e+01	-2.953603210131425794e+00	-8.265198647271650145e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.815059031208276163e+00	8.920205139914788361e+00	2.480128807886722964e+00	2.199940347277681951e+00	9.273711834621844119e+00	9.236151016081532106e+00	-2.717250552529434593e+00	-5.098712789073314156e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.577647061060718059e+00	9.424268208687941240e+00	7.342641260847697637e+00	7.030992861271030847e+00	4.957006140129984750e+00	2.256758452407006743e+01	-4.642033630720004744e+00	-3.721361598962444361e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.184517170192066260e+00	9.878381316574488480e+00	8.189108551387187518e+00	7.977005426326119419e+00	3.348120302185678465e+00	2.952841973119601704e+01	-7.427431281919210981e+00	-1.977520392423886975e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.211701797178195150e+00	2.559914500152756567e+00	3.841790941043603080e+00	3.143264629787124065e+00	4.999936456686925546e+00	1.057971189936985290e+01	-4.243498202493200644e+00	-2.215470164793820018e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.703884884782089770e+00	4.620130981820162575e+00	8.772464916534190138e+00	8.316804513162871615e+00	7.463190853150844184e+00	2.974527674547445599e+01	-3.070760551712544029e+00	-1.162493737367483391e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.792156485137113009e+00	7.783799682536602482e+00	9.345226698162681700e+00	8.946069443892051609e+00	1.055128701580305250e+00	8.081370533967508152e+01	-2.530482974474717039e+01	-5.970401019041429613e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.054074585609889425e+00	7.281458387585190373e+00	3.498519014431589635e+00	3.263271315295462660e+00	6.316575714271710495e+00	1.057339700905426305e+01	-3.528498223785058396e+00	-3.187983981941617273e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.702653076739246929e+00	2.415380846907617229e+00	9.779032307372634847e+00	9.040884569504413548e+00	6.567276983375736066e+00	3.090934941609706499e+01	-3.370928924564720486e+00	-9.713630219809544997e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.536579304538197466e+00	8.294481937579131881e+00	2.233927701566927215e+00	1.969329578529360969e+00	6.748901392262927956e+00	6.720830951548232512e+00	-3.192953749405401442e+00	-2.446973880706127247e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.453135984935032710e+00	3.015920981633537501e+00	2.852787970139894380e+00	2.241487972238038306e+00	3.247758535831581472e+00	8.439756001605468683e+00	-6.744269036269578521e+00	-7.237828668751156158e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.376136564301967624e+00	3.005625807131406813e+00	2.569128732425953743e+00	2.085344600954656791e+00	7.390676958316480416e+00	7.378059203436580837e+00	-2.790156445028017629e+00	-3.926553683769436986e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.280066144329422784e+00	5.801983510714395109e+00	9.055291123168291989e+00	8.691246460652662265e+00	1.760817860211778774e+00	4.982993444082588752e+01	-1.466431569739232543e+01	-9.044669170304146633e+00
