G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	6.915561795791972166e+00	7.361335790008674884e+00	9.833677602530713102e+00	2.724920737064966847e+00	3.539160199265290352e+00	1.439449232065097117e+00	3.245648995372040435e+00	6.770422187600656727e+00	1.401093618289464082e+01	3.623226994442655613e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.305993767687504192e+00	4.383839119113778438e+00	5.662885240822298272e+00	4.770383253656615530e+00	3.692270281142089772e+00	4.668976923249580580e+00	2.610790731756435612e+00	4.533128381730000989e+00	5.859661569095293032e+01	3.223989469362103844e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890094888881145074e+00	8.989554456216186651e+00	1.003656099136045476e+01	7.091226826421213936e+00	7.449998812915778146e+00	4.620907661647610354e+00	4.165572183039908616e+00	9.530695159057923860e+00	1.419739627354543643e+02	7.590598077655058340e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.412864973763254817e+00	1.020263809030489277e+01	1.817315950501080080e+00	4.244653924397982614e+00	8.488061343329743380e+00	3.928865136771997335e+00	8.129435939321465909e+00	7.734557144319872179e+00	8.814430505010932393e+00	1.265132767651515611e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.777435363843589577e+00	9.513508825083935250e+00	3.996704206078535826e+00	1.840637344133535303e+00	6.767497654573977783e+00	2.375445287846710940e+00	1.464179687475414227e+01	9.216517972190215957e+00	1.508953144190772377e+01	1.553152970747181394e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.921013072889146578e+00	4.892690512409336279e+00	3.197414879432005641e+00	4.418836586019414980e+00	8.410297335004942809e+00	7.671527525288562188e+00	7.090891122757015275e+00	5.849680321907603897e+00	1.772568084950287925e+01	1.447024795651615348e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.097676049355350791e+00	8.704694650095330388e+00	6.429433576089358837e+00	8.617661003924499852e+00	3.606624546579226376e+00	5.379332667949599411e+00	1.957997877695828892e+00	3.589089010117088030e+00	4.321028533250490966e+01	2.665872710678237834e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.926523181316287747e+00	8.308251431574133150e+00	1.032887400410697509e+01	6.114611250953243093e+00	2.855572636853205282e+00	2.094088226150024212e+00	1.580997524144151845e+00	8.007448031486865681e-01	9.689017232266538215e+00	1.322033335114252806e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.005568485496518782e+00	3.377721323389692110e+00	4.439223221143363318e+00	6.715746327408143479e+00	7.552324156939746125e+00	1.361848514879229377e+01	4.587905760241081765e+00	8.569479940278286634e+00	6.592067685144570532e+01	2.215289465141216940e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.424334089721093655e+00	8.318743311754289493e+00	5.683607804281544773e+00	7.043649230116746374e+00	5.069609077120263763e+00	3.272279650565577569e+00	2.266084496154940453e+00	1.684966418967005719e+00	3.083766514626511679e+01	1.997193572985348498e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.185885093655165257e+00	1.371135333296060743e+00	1.994884522261950233e+00	3.125759496781355118e+00	7.254952496159862818e+00	1.432655737597126766e+01	1.282293882490318460e+01	4.008368227399226491e+00	2.311404111676023732e+01	1.036708851781795282e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.607715171801604281e+00	6.274050270749673253e+00	6.180360609627645552e+00	4.629974478115459036e+00	3.561856249000548313e+00	1.604973993679057465e+00	2.728804454185449035e+00	5.169016707734568783e+00	2.998093524761851469e+01	4.379721602450446838e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.480787140019405923e+00	2.922448083718176992e+00	5.165200068183133375e+00	9.035868852139625318e+00	1.949461072012360852e+00	4.400645063288522785e+00	1.151200508144878842e+00	6.140175514863817519e+00	8.772629324065144374e+01	2.108671906303601240e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.940660733057205434e+00	2.210826999499863721e+00	9.521193582646313658e+00	2.757691239710727160e+00	9.401880625748878728e+00	9.924380508012301760e+00	1.981568924635914541e+01	6.485748567361676820e+00	5.871167085049947332e+01	3.012398377181036757e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.996242984741115833e+00	1.988208230342431326e+00	5.517292226453330173e+00	4.171889900337550472e+00	2.160159560157440595e+00	4.028797791545830620e+00	3.675311829684965392e+00	3.406509785000586099e+00	1.507733791943982382e+01	1.100682992481697653e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.696565636766438345e+00	6.630120983091867259e+00	4.324153418521658132e+00	3.866164543882382620e+00	9.968205541515132495e+00	5.776118605702493802e+00	9.850568845040413635e+00	4.290017657371723914e+00	1.881224764043565401e+01	6.844308201752901111e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.158622991521567336e+00	3.918462916886997771e+00	2.516916282291904672e+00	5.136396216382540736e+00	9.630714210183398905e+00	1.269130857165507997e+01	8.398459691467106580e+00	7.267660477460453627e+00	4.649785699210334400e+01	2.416160333923136783e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676358416360731463e+00	6.424989394567409029e+00	3.933227617317952785e+00	1.003204545402380710e+01	7.830339599976037235e+00	1.092653616436308894e+01	2.955663918951616953e+00	9.887720426534917451e+00	1.361300366185881785e+02	4.770357429331607335e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.902587803842951786e+00	1.497981941420706509e+00	3.749691206192759196e+00	6.303928866286858668e-01	6.780986855530725776e+00	7.316780266229800489e+00	1.767157579196854655e+01	8.564779562689224690e+00	1.829007687101442059e+01	2.545656322536375527e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.144966383320126013e+00	3.921354692766398475e+00	2.541594234959459797e+00	5.099209259309981590e+00	6.224300785011360304e+00	9.021182647340587835e+00	4.359362796340165325e+00	8.326839220406675679e+00	5.037603292340401140e+01	3.716653802911096260e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.078655574928179206e+00	6.172399124890190159e+00	8.648978497130553222e+00	2.494031157654041930e+00	1.005792074294798333e+01	3.957557600572131573e+00	1.251167652001903896e+01	8.124435231892762843e+00	1.298644847716049355e+02	8.114428207661797288e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.836752009043290279e+00	8.202239383981856591e+00	6.377929775946475921e+00	9.805311092481613144e+00	3.427716714113884677e+00	3.983645902412174866e+00	8.858734402069813330e-01	4.859054405947985877e+00	3.044992150705383693e+01	3.286365239698697760e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.395548988293183079e+00	4.173731178429529010e+00	5.330484212181543668e+00	1.952358551715436263e+00	4.840138602119938405e+00	2.742727136232463891e+00	9.516279362128706509e+00	2.696352361211153514e+00	4.404761779529837895e+01	2.779995911361547556e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.329540504622963581e+00	6.669308063158683630e+00	2.463615296562212009e+00	4.779802663753715208e+00	6.491319033769753943e+00	4.694290528612016011e+00	4.166249196562198165e+00	7.560305758223960559e+00	-4.124788685236548957e+00	9.923898806241810977e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.541735903939331909e+00	8.597998335256807678e+00	9.129637945347610639e+00	6.502369308234906775e+00	5.518625198370041396e+00	5.384900528131703723e+00	1.088116781207346007e+00	7.403507588963813113e+00	7.309783669985635868e+01	5.435228230907473979e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.201557758556528022e+00	5.921956575528487754e+00	8.188555647371517310e+00	7.614724921265463742e+00	5.704232954641715203e+00	5.854382126214489723e+00	2.407064717158560185e+00	6.827445285087949678e+00	4.117827084419705130e+01	3.089796542018463654e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.633992098816599459e+00	2.950322767761064835e+00	2.051985753000618029e+00	4.838195121790607622e+00	5.034225577632466475e+00	6.009722431162299650e+00	2.481262285083692731e+00	5.248665140021225639e+00	9.637432382849336676e+00	1.174085281482586840e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242947913048611852e+00	7.933156435633372805e-01	7.527962267330730484e+00	4.017243809892389272e+00	6.111299388944106070e+00	2.045354088852691277e+01	9.824839082405778967e+00	6.056976954570259863e+00	1.476881457444344790e+02	1.416767300632892468e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.509878715606387978e+00	8.764288261947841718e+00	5.539600278991591686e+00	5.080500228354937420e+00	9.004642716753556542e+00	3.963296449133833388e+00	6.638900091494950750e+00	5.390511930858101763e+00	1.592333555399362766e+01	1.355299983294080191e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.018285044400581540e+00	9.177858621492462898e-01	1.021535169386707853e+00	2.812499897133748039e+00	2.241812538933569687e+00	7.575887397498463294e+00	5.655117629891414310e+00	5.715168339510576345e+00	1.989504006043154050e+01	1.901981110540330144e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.654829170535021987e+00	9.105456344328214158e+00	5.245638849542316073e+00	2.719756372531621835e+00	9.217380002214801138e+00	3.689749391190284555e+00	1.087785293895735528e+01	3.305245075933429089e+00	1.294506915696424798e+01	4.053882449943698729e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.585256940072442333e+00	5.787668652562784288e+00	5.139283466763028940e+00	5.501323644007291236e+00	6.594408011033017658e+00	6.322380450883812841e+00	5.428555811714469215e+00	8.011019168343828767e+00	5.286020906205776271e+01	3.448257497705952801e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.759493799484317833e+00	9.700557358826229049e+00	2.322347250106047589e+00	2.955036754055424986e+00	8.667240489472481713e+00	2.586288491153862168e+00	8.121190208069325678e+00	3.259248593912156267e+00	1.446533583905147413e-01	2.534021933933239823e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.009158726666057149e+01	8.435154631543541726e+00	1.013069693850065711e+01	2.502669673143195439e+00	6.026639461816150067e+00	2.195376157279008034e+00	5.260222221868463777e+00	2.261775254235952382e+00	1.138075609110659414e+00	6.778489406869481204e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.331670031117309527e+00	9.881452077436318149e+00	9.405650478210210608e+00	6.286620669697856378e+00	8.138854639394599744e+00	5.013968537528208813e+00	4.051881236036317446e+00	4.591275428634794764e+00	2.939227651312411638e+01	2.839944858333315558e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.494742511594020939e+00	4.090573988273470185e+00	6.339074642710190055e+00	9.681800306320585747e+00	6.848769556831333372e-01	3.506925658770255527e+00	-5.366268624963077549e-02	7.351211121118595315e+00	7.597442946177373813e+00	2.723529385636523248e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.980809006246543325e+00	8.183744989166012118e+00	5.044467602184163013e+00	6.297931073809789559e+00	8.828788773942058299e+00	6.912530009817233534e+00	5.179434958520055865e+00	5.391942742627717777e+00	9.315114273948879031e+01	4.021222186399704412e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.725053491149342921e+00	5.978092141769444368e+00	4.466689070647069215e+00	1.682927101823977312e+00	5.015379374793949019e-02	2.916108693904246874e-01	2.532546219414374633e+00	3.896733112906018537e+00	1.003621967625684697e+01	2.027381182118179748e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.696326742291768053e+00	4.768611517591285320e+00	7.032642778649251802e+00	1.323361213052663965e+00	8.871941952161655820e+00	2.867559957727497277e+00	1.772241661958122450e+01	6.000967254059713873e+00	1.022419240898429962e+02	6.479571932244308385e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.286596462660173579e+00	6.670776173033223344e+00	4.657527251997385598e+00	8.852431311132361813e+00	9.869575977841391179e+00	1.444107555459780023e+01	6.210007239857011641e+00	4.797323205779257194e+00	8.434980907614119872e+01	2.131853571726446184e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208781437154343052e+00	8.197902853703842752e+00	7.538341197531440718e-01	3.749784823867482242e+00	2.545450808286604083e+00	9.631656700270599947e-01	3.159079259564331110e+00	8.882892320711134104e+00	-3.466776871906516178e-01	1.258717059915113623e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.896036251357420710e+00	9.845117354238471563e+00	5.547647232263611450e+00	1.738457721313567461e+00	3.102099747401289687e+00	-4.844130591560000809e-01	5.217538147409291227e+00	9.309154214376468062e+00	1.309984489124121687e+00	2.578224887172243296e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.379648529616835262e+00	7.539470141036440864e+00	8.691697982452355475e+00	6.736685248266875981e+00	7.793894204252563185e+00	7.353798669607984451e+00	4.668577068515347150e+00	5.582463805957691427e+00	3.697318735018848201e+01	2.953627718849385353e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.922005506801841790e+00	4.693195236031657558e+00	5.174731821603030468e+00	6.208089156679607257e+00	3.582874519904272859e+00	5.279014064462995037e+00	2.832060598703614485e+00	4.593592278090966374e+00	2.394249642623514518e+01	1.780067445714669905e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.572070202911417969e+00	4.878614577678821007e+00	1.838392006069898832e+00	5.742580328531365907e+00	9.879357667502672413e+00	1.281746464581225631e+01	5.826773146596278430e+00	7.103965985081716283e+00	4.040897727266030159e+01	2.287594966769783689e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663746674717922147e+00	7.365984812064729326e+00	8.185450600651977382e+00	1.996726284452629674e+00	2.102404263114698413e+00	1.534235462775777714e+00	1.793842558135933185e+00	1.462685634819353764e+00	-1.030466436965479904e+00	5.764589483506910028e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.734683178108070045e+00	2.156661577025244192e+00	3.516996668394316572e+00	9.186658018470881260e-01	2.663400315292621112e+00	2.176390138938926633e+00	7.612782874819766121e+00	5.002818260211877366e+00	1.298168228354167475e+01	1.767627045918737538e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.144970244914363278e+00	2.787314719415063813e+00	4.148042836481687701e+00	9.754380361546628464e+00	1.056456195374222951e+01	4.726022908196178207e+01	7.471930869243648132e+00	4.086958258255679155e+00	8.215522726881317794e+01	6.150852790283761751e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.674390067721436504e+00	4.658502275305052009e+00	2.062456073178733362e+00	3.132277920155604800e+00	7.332554676034576779e+00	4.668103984336537060e+00	8.080463151152594392e+00	9.500042179494732508e+00	7.995775507700876972e+01	5.910451842663185573e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.073508371505425529e+01	3.512518787542982857e+00	4.459853744681585574e+00	6.778299432721293094e+00	8.150347101257585436e+00	1.752308069234961252e+01	6.576103398148667623e+00	4.066594963565344223e-01	9.753047991819045137e+00	4.917630731011300438e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.315750987231918856e+00	3.169019177944858434e+00	8.091329458474644909e+00	6.498193784505091664e+00	3.025573799434360112e+00	6.788006906567334298e+00	2.202064496092254409e+00	6.668820252269355819e+00	4.506899021020618079e+01	2.280186707032221261e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.319211114861748690e+00	3.149770263802428083e+00	7.057463210791565800e+00	5.467284056287515348e+00	7.292275550406401408e+00	1.485605345834166435e+01	5.995689751974694559e+00	7.900688222959209916e+00	2.271397360364250630e+02	3.478584108091548277e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233573329530992080e+00	1.579662415644056406e+00	2.403394774259989930e+00	4.014986177545440071e+00	6.130158099301609376e+00	1.735034824077219895e+01	9.322448998194261094e+00	4.894120624497020344e+00	2.584285996593407617e+02	2.326436587859515459e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.439879283303364232e+00	1.589234975769286518e+00	8.836013407589145885e+00	3.316657189484485180e+00	7.127521894352453202e+00	1.954361477036586336e+01	1.171310001469863060e+01	1.581450204363032075e+00	3.843231286495282006e+01	6.110619695567877097e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.451846823900118544e+00	1.036916912886200315e+01	8.346251160808206393e+00	6.182228428656287633e+00	6.883995029458763071e+00	4.252926284444060734e+00	4.635790582733218201e+00	1.057189565087357153e+01	5.773641862757846610e+01	5.391366014232897186e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.782151573167618075e+00	5.434465792557546138e+00	8.297984346057631910e+00	7.960253026164221701e+00	6.170439578353476229e+00	1.208514392258896208e+01	3.330208634621476094e+00	5.890237205699711431e+00	6.497495657717163908e+01	2.672725665534514849e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357864681710612587e+00	3.490472461458802744e+00	3.362060917194973353e+00	8.997532586307809055e+00	4.230254231605588444e+00	9.831450804333277560e+00	2.054559289315052162e+00	5.998325766022223782e+00	2.885418141126239178e+01	1.900938266292891532e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.597907019714289056e+00	6.947347775329517638e+00	5.174648014352482228e+00	1.977568917741720167e+00	3.296020385017980558e+00	1.474593957458779414e+00	5.617613536069232971e+00	2.699643010886310091e+00	7.280870850399753458e+00	2.168099385763580411e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.656042498304345134e+00	3.516762443700964802e+00	1.016387733637946944e+01	2.547530810944245161e+00	7.403674667322138525e+00	5.902934928044104801e+00	1.258605970545925423e+01	5.694254922991770940e+00	7.471522020002549880e+01	4.120169760924503599e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.861997284217525861e+00	9.035819958584772493e+00	8.235102186698071591e+00	9.413716980442243809e+00	2.572629524002975288e+00	3.424510685492560658e+00	1.780562145064962909e+00	5.270953645310259006e+00	6.142179887100968472e+01	3.708727204704006297e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.531750686607425749e+00	8.755402672848276779e+00	1.114395281876631838e+00	8.375456555527737379e+00	7.202421114359902177e+00	6.084276140935324761e+00	3.920793344646221978e+00	1.873137104544708942e+00	2.659709604231620172e+00	-3.986659905326584985e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.368618405638335034e+00	2.811840283293714826e+00	1.452919697903017004e+00	8.635407968411982438e+00	2.769410344956610093e+00	1.535076406082821521e+01	3.062390203640973141e+00	1.795541193868421370e+00	2.098398497114193617e+01	1.461594345112603999e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.651599238474751985e+00	5.420940311280643797e+00	4.639341158868981907e+00	3.520325794131650365e+00	8.060103881186005736e+00	4.904752357304163368e+00	8.632960344302599509e+00	8.981459666503250006e+00	4.651946212127344182e+01	4.025670017757150276e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427864479989861213e+00	9.280117817508568123e+00	8.795828875948911829e+00	6.405670959713793522e+00	8.179011589377584102e+00	5.534283630840729273e+00	5.031594258266691710e+00	2.987270569078079419e+00	9.880814300016156437e+01	3.158706279113250304e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.755959837727664841e+00	9.253633515966525280e+00	5.816952218327925195e+00	7.368793041962840462e+00	3.559222709854192424e+00	3.152922083799482689e+00	1.416861650595421240e+00	2.285725323521529795e+00	9.050737717728717158e+00	1.315837211944446139e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.607150463345501823e+00	5.363291427687592261e+00	5.589105472431388222e+00	7.625816526120384964e+00	1.479086872121977425e+00	2.086230079205508847e+00	1.037803770124516634e+00	6.414648430412153601e+00	9.438032516747608014e+00	3.132679086241878075e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956028967605158542e+00	5.771849081967734385e+00	2.341735605263532971e+00	4.335501655200671323e+00	2.236366350792367896e+00	1.190396278103527772e+00	1.748855712000390916e+00	8.186886562735969264e+00	1.038465427697857102e+01	1.020235488260274881e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.659673121188150802e+00	2.068761481764737287e+00	7.247212579673039556e+00	9.603438382667462969e-01	6.219975670546546986e+00	3.061772225412670245e+00	1.933540380336938824e+01	1.126968217983225440e+00	6.531651500799902088e+00	7.240765312762309502e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.600065110220715070e+00	9.525086592165543209e+00	9.258691981266771620e+00	5.583985524893987140e+00	1.007450426427516632e+01	5.897636528194822425e+00	5.597489115186353281e+00	6.264926124841424304e+00	3.344521434497162460e+01	2.834381306460739491e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243505525357447183e+00	3.119521618098219484e+00	3.886695600100403158e+00	3.784179498564282262e+00	1.345673835154781006e+00	9.259292449027212157e-02	2.303331700525681480e+00	2.087868213828882880e+00	-3.617065174264757932e+00	1.111851634761645169e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.780839857634042289e+00	9.266411649219771007e+00	7.852081101030321975e+00	5.233909911217665467e+00	7.278501306071714971e+00	4.436101751303211493e+00	6.003388511975531472e+00	1.136178410546216488e+00	2.524253811202309805e+01	8.725896635975515236e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.932316170731007254e+00	6.992351970194721211e+00	9.191455563834578513e+00	1.021250589582970569e+01	3.661165639140175898e+00	5.029448771040796018e+00	1.431452379953445542e+00	1.602825246058751096e+00	5.535019450801945240e+00	1.013351699673547213e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.528502857091210032e+00	6.957979884522143443e+00	3.539171540715318365e+00	4.702218111307804982e+00	5.489418742608763502e+00	2.892778892118461620e+00	4.486768566440392014e+00	7.998069944315505886e+00	8.331054985693743475e+00	1.941163830118096012e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.893466962001128628e+00	5.219364114144770639e+00	5.432518108395284706e+00	9.155332622584811730e+00	1.013375925359822993e+01	1.466362264953636974e+01	5.567902466502976822e+00	2.541047087424706863e+00	2.849029604679729744e+01	1.113158741280968700e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.212521659755514847e+00	3.158697412410447658e+00	4.222007530573495870e+00	2.292329791559981622e+00	4.579804719778972633e+00	4.479747123434155043e+00	6.585075639610982634e+00	1.402982149395875622e+00	-1.177971185118974251e+00	8.325558032372186723e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.143813637792462146e+00	2.357342262394102494e+00	8.937867648528616371e+00	7.586574370245704912e+00	4.776065911612831449e+00	1.429198614211976270e+01	3.355108884532806091e+00	4.058123303352640932e+00	9.972243153689423423e+01	1.845795203665760997e+00
