G	c	dx1dt	d2x1dt2	p	d1	Fg	m2	m1	d2	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	4.384004133764723754e+00	7.200257152905537694e+00	9.107889191761701753e+00	2.622504420381823564e+01	9.798824916121199990e+00	-7.759654566546211640e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	2.510546777965104059e+00	8.123874191596421213e+00	7.548340219022871445e+00	-2.692080951618637030e+01	1.923622863635116031e+00	1.370619244459697228e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	1.587261755183651069e+01	6.956163090078725020e+00	8.641242855717688798e+00	1.375528553714161006e+01	1.976031527618092865e+00	5.551034886727574502e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	5.937117003000897952e+00	9.061722027902288090e+00	5.448845951572985236e+00	-1.067807438445399448e+01	4.483797492006825536e+00	-4.047262344128685640e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	1.647034780743293902e+00	4.963298084549602862e+00	2.854343375099741120e+00	-2.991235477754333871e+01	8.838302353046058712e+00	2.490608179281640275e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	7.962094864177100106e+00	2.070451524975091662e+00	1.762699101800248247e+00	-4.610860091907085234e-01	3.099202175070435494e+00	-1.180396916689198576e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	3.144878252031030996e+00	6.885810007244329789e+00	7.252302794980842293e+00	-4.963079824318070905e+02	6.333803085021357582e+00	2.270334793485012142e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	1.290437509155953233e+00	4.356938806461197800e+00	1.888092200512475394e+00	-1.536726277294253507e+01	1.278453384382775893e+00	1.133260538562219111e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.330935489105752545e+00	6.724490521405533272e+00	4.005275238961946371e+00	6.551529080273248873e+00	6.244878681768227580e+00	-9.486674064786658533e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	4.038292228242511328e+00	3.339147554563158593e+00	6.693354733302955495e+00	1.757022367537551588e+01	4.522284348200694915e+00	-1.254894383863671692e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	1.273026851564115658e+00	9.388503060777702025e-01	7.240501901031268339e+00	1.917590050650030520e+01	9.065237353083443139e+00	-3.618049810068193040e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	4.772307375171408239e+01	1.050012881948768850e+01	6.655425550302534354e+00	3.987961942442437735e+00	2.781821413059863524e+00	-2.382897762608502603e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	1.786202668260998649e+01	2.352990263605783561e+00	2.447704680195323057e+00	1.103345408380290138e+02	7.284964210376124072e+00	1.040721023746807532e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.415073598666563015e+00	9.925561951515650350e+00	5.139753657952954136e+00	-8.205263213134387001e+00	4.338143931642422402e+00	-5.760724516879947998e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	1.961566545353869095e+00	9.341826640981633290e+00	7.195075566445933823e+00	-1.402516019183439866e+01	8.274137861791700743e+00	9.416104253810301827e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	5.327004960353116658e-01	7.993272935806317037e+00	1.021214716567550873e+01	5.777069151341804343e+01	8.643404083990931852e+00	-4.344958719219100658e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	1.437243836531579966e+01	7.001509862188112443e+00	6.682225587719187843e+00	1.705831142897633157e+01	2.613695228169509832e+00	2.043068976013783526e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	2.269715027609289670e+00	5.866225433617398011e+00	9.966260631981089801e+00	1.763333151053961600e+01	8.983990951780075562e+00	-6.056372136410551832e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	6.795866312147903265e+00	8.677335139311269430e+00	8.056424247380734371e+00	-2.452447204376500878e+01	5.983450429130066084e+00	-2.527319827860638668e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	2.553604386664318771e+00	4.360061406807011153e+00	5.835151509996590491e+00	1.645026512657684137e+01	2.376432455006056266e+00	1.039952664045329556e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	3.669517339912929277e+00	4.255892166314044545e+00	2.359606994048443873e+00	-6.769260048718299672e+00	4.590134558142295873e+00	1.699190626879238764e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	2.820708694818391038e+00	6.675039517059045302e+00	7.319484283691181759e+00	7.465395640948322864e+01	2.515388283816212933e+00	9.093061964881022163e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	4.061471948874990190e+00	4.272875005365451173e+00	5.232485819396588411e+00	3.240097853480378376e+01	6.553313031559945934e+00	-5.044345223313607107e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	7.074912486049789173e+00	5.575357224765589592e+00	6.353385688457920288e+00	2.694423000692517789e+01	6.870817616325340715e+00	-3.184819487550393546e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	1.396566800147455822e+00	3.874120790766966138e+00	5.048693672531856080e+00	2.231333700306985079e+01	1.796298926925463668e+00	-1.654608827476401345e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	1.078598139504599729e+01	5.507706708678597352e+00	5.342638000505324669e+00	-8.094142098595678192e+01	5.728320666392274774e+00	-3.574257048407162074e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	7.795606665066058483e+00	8.537729085733859691e+00	3.759158343450998530e+00	-2.059083802317802636e+01	7.718092520589218353e+00	1.258122927721539774e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	3.632442876463854997e-01	3.004199358702678513e+00	4.862188497468977744e+00	6.009593008331453490e+00	9.711760386390078992e+00	-2.356938262639249260e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	1.706391775353977636e+01	1.092176444251238188e+01	3.355412689054181108e+00	-4.365819989576133153e+00	5.644915592418468187e+00	-4.749694287423303507e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.935314551856010645e+00	6.052586347388876575e+00	7.079168080455949585e+00	3.762110620526223670e+01	9.906235593798879080e+00	-6.198158060354226961e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	6.637870997201074985e+00	7.756306598296117016e+00	2.764866789423736648e+00	-6.786554076374991418e+00	6.335607257841452622e+00	1.143939598414934267e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	2.384293340924833160e+01	6.716662154406501273e+00	1.299711067569027989e+00	-5.172618064771548951e+00	5.278590525088961094e+00	-9.051045433489944969e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	9.263208268978750937e+00	7.193727853868407074e+00	6.014441288129319219e+00	-1.615501980257985082e+01	8.961994862190362454e+00	2.426879186698048230e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	6.796741119938371156e+00	1.151050038196593572e+00	6.937213149421731728e+00	6.979217639773957593e+00	5.276227097525406862e+00	-2.072360969571938938e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	1.742106474513306580e+00	8.102137488568558865e+00	3.774552734755785011e+00	-1.634226752528716631e+01	5.349859774812310675e+00	3.469437915289009311e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	6.101918318847368461e+00	1.012414088131857071e+00	3.790783097374149868e+00	-8.300741375499299579e+00	6.679835480572002382e+00	1.344759260168251558e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	6.330798261208730793e+00	8.915427969348032278e+00	5.424133365949802332e+00	-1.488165375328767581e+01	9.157136099009097308e+00	1.842998021817670917e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	4.672200812654537572e+00	9.746454184958084355e+00	4.663348926569742758e+00	6.008418888964093263e+00	8.526387922188089163e+00	1.010891171518185274e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	2.968948994935655783e+00	4.222383114303324803e+00	9.734703008190948026e+00	5.678024338447746011e+00	4.549792857979474192e+00	-1.245952741190468060e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	1.021842863781957611e+01	3.616382217141893118e+00	1.011169871587603630e+01	1.058333691436427237e+01	3.674269712528978715e+00	1.666278726754934603e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	1.272415611521666534e+01	8.120475818094941900e+00	5.623955372364417116e+00	-1.583298795449800522e+01	4.781542378770986090e+00	-1.236325811222341429e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	3.290226826454353937e+00	3.148649588503945385e+00	4.400355755415305659e+00	3.802989769127058395e+01	7.084128608459119292e+00	-9.236061828457754075e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	9.987647883397210435e-01	8.930848642081700817e+00	7.657647431520535619e+00	-4.355834546179456623e+01	3.405327833774711710e+00	1.118937141445097723e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	1.374004722544533585e+01	2.364076562272853899e+00	1.006921783148208904e+00	-4.285846058764137823e+00	7.455367073930321276e+00	-5.576344134167538158e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	5.384548222203033419e+00	2.679216618961708818e+00	5.857613432087855010e+00	-4.576237362248164686e+00	5.310163459702240907e+00	2.212761122259831126e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	1.054397328566688330e+00	1.001392658972374861e+01	3.351844845295873121e+00	-8.716571042044446216e+00	4.697527658948174256e+00	1.298104931881047719e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	1.893055008519130222e+00	7.896659368756067110e+00	9.264904173747273930e+00	1.520984700418601676e+01	1.718263346922116019e+00	-2.429707534390231416e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	5.306754126633832058e+00	8.286174116063202533e+00	7.961019200301279186e-01	-1.110149946281826061e+01	2.706543648320962170e+00	-2.053497248144444143e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	8.289449737436664023e+00	4.539892655496180929e+00	6.437321876731553871e+00	2.813333542047477209e+01	9.737604907100493534e+00	-1.211657650458092839e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	2.653197522625394988e+00	7.472014897749890139e+00	7.146606149788302886e+00	9.166185627078921527e+01	4.103916479754960100e+00	-9.928063098327011460e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	4.559094268921261017e-01	6.015912422704496443e+00	5.140868954238436928e+00	-3.176008760662039165e+01	2.277291927426279727e+00	6.008551363543389101e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	2.178480088555688354e+01	6.555093868073608832e+00	1.792719009431639199e+00	-5.877564521856749380e+00	4.819919346157859330e+00	-6.918318256640071695e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	1.123686521338246003e+01	7.306979260944198806e+00	1.056834421525063483e+01	2.438611005782315644e+01	4.014338928226843350e+00	9.443587367715001335e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	7.914423219737339643e+00	6.100868229682556709e+00	5.369945827156063167e+00	-9.210184722971018800e+01	7.045421892497663041e-01	-6.743749624850757982e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	2.505983147727951277e+00	4.778258149930232790e+00	6.307739575495300954e+00	4.523863921794220033e+01	3.615536956590151174e+00	-3.122912775258686935e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	4.220888411780781446e+00	2.652738582898596320e+00	2.389840269469991174e+00	-2.059054283403688146e+01	5.831504842313513848e+00	2.546618512735370388e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	1.757663782974201183e+01	7.541791719946099093e+00	4.812194109118532737e+00	7.169390866222123293e+00	6.367428495076456585e+00	-6.826404585576621287e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	1.053563097247739000e+00	2.906611811441040416e+00	5.088914395365462084e+00	2.505183481312818827e+01	3.976385559412365378e+00	-4.961075097364585673e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	1.593962489533783389e+00	6.919313741053587208e+00	1.691655942670746926e+00	-3.463906966193722070e+00	5.332140468849824622e+00	4.604292902453807557e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	1.711203312690750877e+00	2.633919639673822033e+00	1.981833434896034474e+00	-1.236396789719178102e+01	1.032395859856249487e+01	1.994012446435860113e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	7.360086935107892359e+00	7.205942462087977063e+00	9.492514603419785146e+00	1.424251501955998833e+01	4.120645168310447026e+00	3.120335510400684598e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	1.961800586591198492e+00	7.667096946722023354e+00	2.240937738501227461e+00	-3.024621631501746677e+00	5.077243344372981859e+00	2.019470068371735039e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	2.813119461504228092e+00	4.148637927125687241e+00	4.026223207730471820e+00	-8.380333542903812827e+01	3.963423032056583306e+00	2.145650526939755665e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	3.535336177627262266e+00	1.660819112296197719e+00	6.190625806137468601e+00	1.114510835528761845e+01	5.268090099764640044e+00	5.815383872795768738e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	2.289902371468687026e+00	2.745330804570288219e+00	7.739988262328989066e+00	1.327770591595665017e+00	7.736793479393525352e+00	-5.575361959943841761e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	4.025702902725038967e+01	6.340609716356913061e+00	1.772156034808925584e+00	-4.729977811023588607e+00	2.551811884099293604e+00	-3.652532267223661222e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	1.081630048439276592e+01	8.284606862122052107e+00	5.816650148077344262e+00	-8.101139203357060836e+00	8.287359404545867392e+00	-1.111429956390492890e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	7.111927412947155247e+00	1.548143982674854424e+00	2.248031087751237500e+00	1.372978504917019649e+01	1.304855609848853737e+00	4.170078488423737895e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	3.958250827627217472e+00	8.313022184507772749e+00	2.507592332197156715e+00	-9.163668187692488587e+00	3.987710820417642577e+00	1.823802737635029914e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	8.515231679728110237e+00	4.023350518447679214e+00	1.120130199743684996e+00	-1.381212110743062027e+01	7.051429110740610184e+00	-2.457116110364573558e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	6.062568970997137541e+00	5.550113079130226446e+00	8.380194507889223487e+00	1.233397994047722790e+01	4.109762383954792320e+00	6.721786761718364644e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	3.493956295439056614e+00	9.500027775202370961e+00	1.646576749118354277e+00	7.887586134963480156e-01	6.146769227378603873e+00	2.950352757507716817e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	1.074768177374439659e+01	3.934362948199407128e+00	1.079323598618060043e+00	-4.996005820883762105e+00	2.346001216410420032e+00	-2.209241453219635432e+01
