G	c	dx1dt	d2x1dt2	dx2dt	m1	Fg	m2	Fc	d1	W	p	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	1.802498376345462106e+01	3.158400806941634276e+00	-8.736360095003165682e+00	4.920346440251176290e+00	-1.516830450888867254e+00	8.674567752652539099e+00	-3.109892120864004710e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	6.677313650246152577e+01	7.041546313886547281e+00	-7.946685512342151014e+01	9.571935417288484516e+00	-6.298592769269933278e+00	8.697277675498023441e+00	-2.535809445299652793e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	3.887213691707271579e+01	8.444759930248977753e+00	-1.175953327046826331e+02	7.469183292633433169e+00	-1.364277483701068761e+01	1.886263797325708591e+00	-6.454273028660892919e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	1.434554077250705895e+01	7.050237127885593758e+00	-1.141038549691512287e+02	9.366773628967891341e+00	-9.100398970888702976e+00	1.818263380733119217e+00	-1.216794754107540939e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	2.297877186168952335e+01	8.420156918770645760e+00	-1.191932520329167460e+02	5.744316845264551219e+00	-3.314903251722491007e+01	3.371663033207511262e+00	-1.513146194318315985e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	8.322852726772687504e+01	4.573305763445645766e+00	-3.732686142666163676e+01	3.328362688018109861e+00	-5.866453159900061110e+00	8.873106137594165332e+00	-4.500665440771702919e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	5.825953282663907373e+01	2.391543393984375765e+00	-3.878540887806727255e+01	1.473977853402881122e+00	-7.345572326605942948e+00	2.161273134163142373e+00	-1.438222540505236857e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	2.731339696043341547e+01	7.640102468101190425e+00	-6.243610203412324466e+01	7.531193288603407865e+00	-1.634959527931605550e+01	7.486405907702411433e+00	-4.124286070172683338e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	5.659978202574141193e+01	4.246713033608977561e+00	-1.690085365178418542e+01	2.087567556511475964e+00	-4.050289019645100907e+00	1.902089085764310905e+00	-5.843878371898638235e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	3.740689733387252414e+00	7.043367334742716146e+00	-2.022503590337446866e+01	3.723720997815960665e+00	-2.871703338071382916e+01	6.611070325062418540e+00	-2.216975408438573325e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.035850178617675610e+01	3.440716910094059777e+00	-1.856378252573609089e+01	5.793158156012233384e+00	-1.703049188184797558e+00	4.204542644128233420e+00	-1.832149172823620518e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	2.380020966407309047e+01	1.728956064994802366e+00	-2.727910871538680393e+00	6.078014030140774793e+00	-2.221836035766451278e-01	8.103304897790645001e+00	-8.000936445449622170e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	3.925696301266729193e+00	9.937117134576810784e+00	-6.591604339831208392e+01	6.411605426316628886e+00	-4.897202236881945225e+01	3.100583994120633236e+00	-7.899745413650056491e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	5.936018492171639238e+00	2.402058830478068341e+00	-1.308390204406569346e+01	2.499085430861672563e+00	-7.475265382651024026e+00	6.748367061451517657e+00	-1.619660715537162048e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	2.533987456077822031e+01	9.888106207463765784e+00	-1.983670746650999774e+02	4.408908972636496060e+00	-6.114570181934677606e+01	3.121907147464613175e+00	-8.776252348542175952e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	1.985718795009033499e+01	9.788450731145276862e+00	-4.952074776092015895e+01	6.557621305002926171e+00	-1.826640696561117139e+01	7.431913787240435276e+00	-1.743625722208149398e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	7.389304020819153607e+01	8.136398900521959021e+00	-3.831285806725583143e+01	9.731691903530190757e+00	-4.256777538524067594e+00	8.867785471184060242e+00	-3.656735678646771248e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	2.540133618581799979e+00	6.940305822170813599e+00	-2.625562221723317080e+01	7.546295205537539630e+00	-1.522845561034942108e+01	2.138454453249329923e+00	-5.705565670145301738e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	2.181318359133080165e+01	6.192013647000726984e+00	-3.932236789449942194e+01	9.295230886298476491e+00	-6.841323925133529826e+00	8.792066607736893857e+00	-1.370081511124328131e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	1.526344134419388610e+01	8.796406585288444546e+00	-3.599662191215450946e+01	7.859952775697394145e+00	-6.915579806335262703e+00	6.333027214782580572e+00	-2.010236108014380250e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	7.904512266160666911e+01	3.603507214768711275e+00	-5.333132676245791259e+01	6.325410428947307651e+00	-3.749671335636320268e+00	2.151153710888509263e+00	-4.886684202921765774e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	7.796600043755619325e+00	5.208571788568085559e+00	-8.790156507619510506e+00	2.722056766398448069e+00	-4.329783895285571838e+00	4.842681262897117200e+00	-4.615683756850501140e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	3.071677374588232112e+01	6.581937217897253944e+00	-1.335616635253317099e+02	6.992209219575834744e+00	-1.889348158567884894e+01	2.445971918791610022e+00	-1.466096999584170035e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	6.855895124304689148e+01	4.698326188971480022e+00	-4.680012569264212630e+01	6.609935755449266814e+00	-3.708391830324222038e+00	7.310318097269453474e+00	-1.991689719505043286e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.800623432793876333e+01	4.850709451843222553e+00	-7.367154670848663045e+01	6.420943826476670502e+00	-8.488410589845493348e+00	7.821033941861170291e+00	-1.686554392049025637e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	1.489514316933609805e+01	3.972766615618038788e+00	-1.567003587125222097e+01	5.405783616930071922e+00	-3.735798123603042420e+00	1.960286269967011386e+00	-1.454173935389306216e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	5.065042163249692919e+00	6.077258310940731434e+00	-1.394730459569193926e+01	5.757451833661663798e+00	-1.215583868746523422e+01	5.553878921844982663e+00	-1.078379766847006067e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	4.044646623783299333e+01	8.667698561999294782e+00	-1.507780349677603908e+02	4.003932709869463480e+00	-3.687941037090557472e+01	8.325377459966306404e+00	-2.701159618914556404e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	4.028321440443908941e+00	2.805904486600510506e+00	-2.976795461013451050e+00	5.671428725675034421e+00	-1.250953739960974254e+00	9.424121835483962428e+00	-2.361597315917474305e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	2.523865339107252836e+01	9.416919183947868532e+00	-2.706637204861668806e+02	2.780929067331188609e+00	-1.033274957897594533e+02	5.617730032803128992e+00	-1.084654492789130842e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	3.081864395430482517e+01	7.205364292365483259e+00	-1.103124223202436269e+02	8.244649581003669070e+00	-1.673740917849806209e+01	9.554910972528851687e+00	-1.502604098692344792e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	3.235914946222753485e+01	8.406846962336000928e+00	-2.504849715425585543e+02	2.662819847391514561e+00	-8.342974420158135729e+01	5.817675032438196503e+00	-5.707881838990584100e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	2.936393854186303543e+01	6.014591043082076816e+00	-1.484570933195995792e+02	1.762103334889478568e+00	-6.171907389268322675e+01	4.537315537787492303e+00	-1.287961016447728646e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	6.896824493230776909e+01	8.005583750498608708e+00	-1.701232812578273865e+02	4.920343157609799789e+00	-2.774739665823299717e+01	8.632628348435060772e+00	-4.970187918910902880e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	4.037024325561394278e+01	1.142961544200111978e+00	-1.477262138409049719e+01	6.926232517914479914e+00	-6.073146575283772108e-01	5.429465083961210858e+00	-1.721320880415970123e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	5.083408436611117054e+01	8.358841280391510864e+00	-3.962038659391479456e+01	4.941200619514050985e+00	-8.482289449434565753e+00	5.248234055127286801e+00	-1.750691173811394563e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	7.733799805897371371e+00	1.363494327164887832e+00	-5.789422346854172119e+00	3.481686853159473127e+00	-5.063377424962123285e-01	5.406354672691141339e+00	-1.187221469349103245e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	8.949244466435736456e+00	9.003157587828010122e+00	-2.250759946830571323e+01	6.027704742084550205e+00	-6.317988377067347727e+00	8.618410337931472043e+00	-1.886795437480461146e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	6.354381188032824923e+01	9.930023606756614996e+00	-8.639010773317097858e+01	4.116919365309852807e+00	-3.130130192119919030e+01	8.488467117404077555e+00	-1.067430330577012221e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.252890946000421479e+01	3.645591650555777274e+00	-4.848970067264274064e+01	9.404363165326172336e+00	-2.091619916123031775e+00	4.630524201371602366e+00	-1.566260363591100315e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	1.804673671232571053e+01	2.890255994047201682e+00	-3.269065986055679218e+01	9.303538664613583364e+00	-1.023014447152987838e+00	4.001061025533038773e+00	-1.523657772713019313e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	5.055195138687074063e+01	7.890387211301829851e+00	-1.759605843936275562e+02	5.514508440414348733e+00	-3.180934729294073549e+01	5.431052832214559700e+00	-4.119064950359530997e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.146627341246711751e+01	3.275773902008760619e+00	-2.193511053920037313e+01	3.944690808398889192e+00	-3.838533385112514296e+00	6.148653685935927093e+00	-8.351939773915187004e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	3.280627725506423076e+01	8.784131712724347452e+00	-4.955067087515912050e+01	7.636101443568051650e+00	-1.190260406198215293e+01	3.144684591575216182e+00	-6.125805979271119028e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	2.597818630497438264e+01	1.940842262731721224e+00	-2.882306797775867580e+01	1.328269748212488111e+00	-5.483393178656306155e+00	8.127483993319115640e+00	-1.105393373517856048e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	3.531150666734827137e+00	2.130943195733935536e+00	-5.104276675842131183e+00	5.272390789215215534e+00	-7.067479723891321175e-01	5.379690328637384944e+00	-9.758274985936510575e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	1.932285161424118414e+01	9.800284798870949388e+00	-5.359031440375982669e+01	4.035758553306371788e+00	-6.548640363555223587e+01	4.004773577444192156e+00	-3.246553804483315542e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	1.369095994353983770e+01	7.059963212307810210e+00	-1.646242887865075488e+01	9.280986790918172247e+00	-2.980814117717809353e+00	1.956039190084767565e+00	-3.139924546147007334e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	2.535070714023684246e+01	8.615082229899607924e+00	-1.017607967100687034e+02	1.108356217054775827e+00	-2.209877962770938211e+02	3.151323884058041980e+00	-9.567933498390857050e-03
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	2.699849736929988353e+01	3.923464372130955446e+00	-3.811504874206853088e+01	5.983123403001408214e+00	-6.822461253750303101e+00	9.549909766302775438e+00	-2.826542751623588288e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	2.015271007437741702e+01	7.090105775279691436e+00	-2.049300813129569576e+01	7.667456315727751104e+00	-6.084276155287957621e+00	3.743307748389522516e+00	-4.578434956071964024e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	5.199946370705401222e+00	6.350348217859655087e+00	-3.079816179560793898e+00	5.356347777558467804e+00	-2.641011557935640131e+00	2.514594017454161001e+00	-1.643848304369380031e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	4.017237697947610542e+00	6.426335586905604025e+00	-2.079732437932518252e+01	1.771399925291869515e+00	-6.494393867175499224e+01	5.146952821048420113e+00	-1.255795250472545987e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	6.311163899792448717e+01	7.141270533757560379e+00	-1.733091776381032503e+02	9.745772066513426424e+00	-1.285462324618861985e+01	3.756524284163298866e+00	-1.179443484438096732e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	4.264532946614814080e+01	6.176212117603005147e+00	-7.558494831715489681e+01	5.669811879894406381e+00	-1.696319668704519046e+01	1.312840920923068255e+00	-1.339883872835709688e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.248946425417915407e+01	4.861119064955926383e+00	-5.725348657502844674e+01	6.523161799871501465e+00	-9.613081309576164912e+00	3.914956558285064059e+00	-2.817743141833275899e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	1.393442409646771374e+01	3.487854267704158406e+00	-1.369800193997300397e+01	3.145779304866817672e+00	-2.131203844545697113e+00	5.897315861302983464e+00	-1.476021818908442071e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.097991578199612128e+00	7.919062565263432774e+00	-3.306070122543447809e+01	5.359533059390452436e+00	-1.649992245901207966e+01	5.955187464038103506e+00	-1.347437327542974117e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	9.073318402570868102e+01	3.039175958528621990e+00	-1.969703090795461264e+01	4.857975069732018980e+00	-1.300109549898529560e+00	4.199255051579373621e+00	-1.077471955596202520e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	6.158949840692383049e+01	7.233909831347768105e+00	-1.707940822396106171e+02	1.674172379344781803e+00	-9.128703870873854953e+01	5.026606520436769365e+00	-4.001528564607086391e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	1.614541203134426794e+01	3.104812911879717863e+00	-1.218575468189036037e+01	1.959577808488451645e+00	-1.081436469884820006e+01	9.694352474621981131e+00	-8.964137515199785966e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	1.345291179892461031e+01	6.629541068264548365e+00	-4.185227092500807089e+01	8.541551982736018900e+00	-6.798462060821369946e+00	4.387336795864110961e+00	-1.600857099921372537e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	5.603174478295694882e+01	7.725659026757013770e+00	-3.607637500630152516e+01	3.160806306520854037e+00	-9.891798028236511442e+00	3.326487657447197321e+00	-1.021495799594788778e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	6.940026315969758741e+01	2.974900365662671131e+00	-3.582209436564741623e+01	2.761494010369579755e+00	-4.066800995026223831e+00	3.198440175411134234e+00	-2.630946135032176514e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	3.711448982780459716e+01	1.535867239531461204e+00	-1.046434697021618554e+01	5.543528430174842647e+00	-5.585079792104636898e-01	5.130151046722532193e+00	-6.134825099776597881e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	3.047934549690782191e+01	2.174102504748530951e+00	-3.589391466723647994e+01	7.916712300713359518e+00	-1.478904950021360021e+00	7.837483118796729542e+00	-5.173970427710033846e+02
