G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	5.916860825258972056e+00	8.825835729032398547e+00	5.890777828069684752e+00	4.572051218935941463e+00	8.649945193508759900e+00	4.009747622893955032e+00	8.329375981113606997e+00	1.798643620016098410e+01	2.249803353074293355e-01	2.843694989223422454e+00	8.835313655071910688e+00	4.274285505488110704e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.660382220411804166e+00	1.194785443862211194e+00	1.741327608568046248e+00	3.368562730117973913e+00	2.807317131970513024e+00	5.674221708863552038e+00	9.420829563063888301e+00	4.667610086930576330e+00	1.094317316692394959e+00	5.382780735290790375e+00	2.246641734856590578e+00	6.977907175758315539e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723403983214653934e+00	8.863318470906863311e+00	5.121332034705296188e+00	2.853507033696304429e+00	9.406967197240589940e+00	2.773001984282205790e+00	5.624978571174891862e+00	1.902376534635846284e+01	1.190032926454586693e-01	8.906903968390254889e+00	2.148092327430925152e+00	4.789907752897174298e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.983518638366021491e+00	5.762360801543962907e+00	5.366663692092411786e+00	5.340341281850325750e+00	7.200792624690844690e+00	8.252001234521358697e+00	9.551727027994385111e+00	8.344950594376490116e+00	2.343917111994782421e-01	5.743672235424949868e+00	2.590068496426024769e+00	4.150227524935650614e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.438057334252031083e+00	9.448104232448590878e+00	2.491961905444039616e+00	3.415836533273231890e+00	8.403110810722552060e+00	2.665649866695391612e+00	5.821383330605623740e+00	1.831966553815928123e+01	5.620234610430865224e-02	9.362842275937660830e+00	9.647809319967022290e+00	5.176764743810141622e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.055587253125832348e+00	8.184964863195649087e+00	9.510305059405228079e+00	3.591230662081942082e+00	6.013726849246166850e+00	1.758613725759705204e+00	4.553640436158675975e+00	1.547267761164315303e+01	2.558187570501356811e-01	5.353887731118526894e+00	7.251111475036434939e+00	1.716202017896606646e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.381285299647754705e+00	9.973359895206714398e+00	8.651152645766710947e+00	6.907475646704683392e+00	8.008431571410012495e+00	4.928229645148196170e+00	8.633208696357620227e+00	1.405434775197396036e+01	2.703116687021427933e-01	5.409242730813909716e+00	8.208811400180728413e+00	1.149345176202956287e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.287770729719381890e+00	4.153819050077347086e+00	7.019041210816733489e+00	9.712369057192734800e+00	1.153135735221976876e+00	6.933560452697336451e+00	5.436926171240770600e+00	8.992591978833546218e-01	3.636362711965555050e-01	2.076274738454888968e+00	4.587730205363205194e+00	1.533071844203049983e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.798108857028039465e+00	7.910727845357137689e+00	5.158291055820504845e+00	6.433959521710497675e+00	8.371879341288941845e+00	4.937517030660782957e+00	5.243860638848360622e+00	8.876334989190700853e+00	7.264421495024682152e-01	8.231078422347382073e+00	4.022561935367319208e+00	2.676431472335665696e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.766420676777604726e+00	4.617238091430476921e+00	4.696476636286481821e+00	1.698866995488194309e+00	1.366142737189387057e+00	3.494632850619604270e+00	5.415155530285737484e+00	2.095879339506993677e+00	7.367614522622425444e-01	3.221243850400433040e+00	3.112257704994003227e+00	2.112500820736621598e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.410236909706788833e+00	5.322372463923644936e+00	6.857392083270503313e+00	1.673922577474185713e+00	9.005441479432047203e+00	6.029429197843664490e+00	8.622968006726630108e+00	1.288556203655819132e+01	1.831979836287118024e+00	9.105971678552521098e+00	5.329771853205487631e+00	4.407144837528449877e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.913620467161177618e+00	6.656809831717685810e+00	5.906236603149076281e+00	9.561996183415306660e+00	9.929530042098249965e+00	4.127490525794210718e+00	8.492373898144188971e+00	2.045509188853407778e+01	4.527121005594760828e-01	9.205064828204047700e+00	5.963711400080011771e+00	2.745745575799583893e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.505490931683847400e+00	8.864561343397367565e+00	1.557608882778140247e+00	3.666238466327186973e+00	3.639649385982612895e+00	9.394101865182799216e+00	4.628529596793624634e+00	1.803167042971586254e+00	7.942022320678839009e-02	9.486696745955983445e+00	6.686446703247555412e+00	5.046156173928371125e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.438148431008417383e+00	9.853642530949555223e+00	5.614825667785941832e+00	1.826474325347658745e+00	2.897828673164405178e+00	9.297820580881776209e+00	3.997208316609591527e+00	1.245093626421934108e+00	3.305376391863820151e-01	5.676139515116404688e+00	3.318963427933625976e+00	1.954469189836401055e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.462353496781075179e+00	7.917060116845944684e+00	8.261269296133111339e+00	6.391586442798865342e+00	7.887867278749348898e+00	5.509235375807340240e+00	5.431661272827410514e+00	7.752583204682903961e+00	2.471421479458041082e-01	7.093563350586181926e+00	9.534066559119352746e+00	1.551474138145732873e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.214790860277970452e+00	4.756873035765850410e+00	5.134440997142972307e+00	6.608212595962545066e+00	3.275007524115456370e+00	3.949513959602831914e+00	6.156324573138812539e+00	5.103502048910210753e+00	5.121401611855320724e-01	8.012803230593387838e+00	2.536805209236910219e+00	6.833502830533664252e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.523665634490833032e+00	4.789406838050765280e+00	1.473105535814287714e+00	6.834069511635110672e+00	8.783395775573563213e+00	7.640654929833992526e+00	3.140105273166153399e+00	3.630203334032389151e+00	1.726177353066047915e-01	2.176513295882043675e+00	9.683431558275602313e+00	1.346468616516010575e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.887839363330989784e+00	7.629785309637781232e+00	8.079681842391238433e+00	3.398994989812731404e+00	1.912088483242191606e+00	1.324249112605095702e+00	8.152703126103165943e+00	1.178578084502399115e+01	3.599457405459864923e-01	6.413465165000554080e+00	1.144137672676938777e+00	1.195487365261954515e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.266231611470511886e+00	3.154147224684237028e+00	2.810644842536654586e+00	1.136413415461022591e+00	2.127939892056474935e+00	5.276762527543185755e+00	5.369105693325437301e+00	2.180697429636841989e+00	7.866041175535573027e-01	1.315135793484442983e+00	5.335516832804908738e+00	4.343537881324690542e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.208561896691467297e+00	1.992119627553123440e+00	3.325031778879509847e+00	9.690853199308380184e+00	9.818425353798179600e+00	4.021697841810119911e+00	4.010676276164902632e+00	9.759727043592084428e+00	4.060072679175373844e-01	5.473960419270427202e+00	3.999827953658997792e+00	4.563231331296754512e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677275970109763037e+00	4.192612460902632954e+00	2.484084475383819601e+00	3.252098158332330069e+00	7.062355867301466361e+00	9.285404903289830258e+00	1.954506465435772888e+00	1.507304100457097951e+00	7.085845755225922415e-01	2.389973114282673450e+00	5.039944991013951991e+00	5.624680510351414142e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.877787647186826447e+00	3.579387702443747710e+00	3.975103722043110466e+00	7.080865833958059241e+00	8.621062694536801629e+00	1.111910322482722924e+00	3.159864713814146242e+00	2.451401207794716086e+01	2.248968286569315300e-01	2.650112897053485295e+00	6.133254173583636337e+00	9.603766746134463350e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.945578137358340065e+00	3.669198324561411706e+00	7.818481959163583461e+00	7.362389301502938466e+00	3.922535170437253971e+00	5.971715769058793200e+00	9.535128267987282413e+00	6.268782781174908614e+00	5.350741500051366950e-01	4.286239168716391212e+00	4.919572047191734576e+00	3.714076392141602678e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.786259612982925571e+00	3.098230962222596307e+00	5.681049982472019977e+00	6.496628252118779479e+00	7.098189134309365933e+00	7.666907539714188147e+00	3.752165169536529898e+00	3.459149556646105239e+00	1.312151716122143208e+00	4.888270015172864191e+00	4.733360816452460540e+00	3.780067101488112868e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.051172479273153604e+00	1.378050362310539567e+00	2.840941644742469130e+00	3.808083352958426371e+00	6.355393681326867217e+00	5.362884624043156023e+00	2.519289527077550161e+00	2.989552141273172037e+00	3.929170250417354460e+00	6.606670706049404096e+00	7.601261936997392610e+00	3.596164333689198855e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.338842894841224762e+00	1.165748892930088987e+00	8.899907456866756661e+00	3.438952584849531924e+00	6.423054821889842891e+00	1.772495842753607498e+00	5.144060882836341442e+00	1.870173121950827877e+01	1.838434291784373231e+00	1.669479101405438426e+00	7.183474827468876889e+00	3.567669460283253269e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.364682397538189207e+00	9.893900627211921872e+00	8.919941816492523046e+00	6.380547233436988819e+00	7.132211059299265798e+00	9.753443502438143398e+00	3.764798206941134762e+00	2.757568740629254389e+00	2.421974140374008599e-01	5.524867437415905691e+00	8.500513898967371418e+00	1.166642338112212407e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.553814779673029278e+00	4.849835643275482333e+00	8.841102941570573748e+00	8.794308230442505092e+00	6.191085255940753207e+00	5.662403891296051484e+00	1.319870648544781533e+00	1.449026262738109860e+00	4.834432546492209437e-01	2.647715726749876097e+00	3.245082642353087632e+00	2.955736477230720194e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.937415095580747426e+00	4.449103431684886090e+00	3.154350562208172892e+00	9.507195754680219935e+00	4.873920399101302259e+00	6.536225589011769976e+00	3.903387220639272570e+00	2.902726050371620126e+00	1.782820949088952667e-01	6.163219724389580989e+00	6.482821418737592545e+00	1.338369946416611889e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665774058003829827e+00	7.133475011320928871e+00	5.060801388866296158e+00	1.955864828344555661e+00	3.484330746921904254e+00	3.133121570978802506e+00	5.892539914612656915e+00	6.565248069890847304e+00	8.529408515257774770e-01	6.721772747548691918e+00	6.265768321665879270e+00	1.532036391933492059e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.236463512436932533e+00	2.973997475363001186e+00	9.857982633896318347e+00	2.401682248072733117e+00	7.910311696714802387e+00	5.347695375121138461e+00	5.968945057263075782e+00	8.828879388830749519e+00	1.574054938816815907e+00	6.010255807148149998e+00	4.322099818925074999e+00	9.241477603021715836e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.042205551376315764e+00	9.553671012604905144e+00	7.942596511424755867e+00	9.503257863857388799e+00	3.041698514749013427e+00	4.861874365150150368e+00	4.199742720709975785e+00	2.632472123541000020e+00	8.144731911266673841e-01	7.640698609065614377e+00	5.368176978767772667e+00	2.369432226794095708e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.773804388202824711e+00	8.072914940054179311e+00	1.246012177262828757e+00	7.623235295825486091e+00	7.230600578487903718e+00	1.673646185572712497e+00	5.022546732524311608e+00	2.170537342148337956e+01	3.568655378238983628e-02	4.029503766027949574e+00	3.835318626276853049e+00	3.302032094936355744e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.609891812486233142e+00	1.804067089112873612e+00	1.588730970395937803e+00	8.944166669572123141e+00	3.099379997708403334e+00	1.955883827665284125e+00	9.706201926721739426e+00	1.537724099749415529e+01	2.646320526853261912e-01	7.882832261692137799e+00	2.278227177840004281e+00	6.087378984983979890e+00
