G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fc	d2	Fg	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	6.028798016569496987e+00	-9.536213904983039669e-01	4.114369758143304745e-01	5.918620106365500178e+00	-4.044257271793259140e-02	-1.429680847922073728e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.714756951094219772e+00	-1.137873627219360095e+01	8.020974524925499338e-01	1.810175079959737143e+00	-1.781489642346047564e+00	-1.408571084704075993e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	-2.054042212371935516e+00	3.590673751583589590e-01	4.757037479306749361e+00	-1.038840446352884556e-01	-8.417369504985884321e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	-2.146112126209408721e+00	7.270748557046734506e-01	8.683786056002436027e+00	-1.157643007963831266e-01	-3.374659104689341937e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	-4.528221270096343787e+00	8.791557761563076889e-01	8.699912597188085073e+00	-3.370706766442406743e-01	-3.030236736076575621e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	9.597444593992584538e-01	5.793324652797111618e-01	1.891142458951462491e+00	3.314368339371875360e-01	2.117988826922769241e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	-8.731088353754276055e-01	6.115432208527949998e-01	1.799719481307355817e+00	-2.214527318074901996e-01	-4.117298652657233604e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	2.914987790886260477e+00	2.371837254140859996e-01	3.366442978853183554e+00	3.015870708599678318e-01	5.567411228337284523e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	2.951693750455575138e+00	3.967041846933686555e-01	8.869392038198922634e+00	1.812927089717267237e-01	1.971210669360342171e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	1.577899729629817838e+00	8.725588891745887643e-02	2.166167655022605221e+00	1.041419223992562371e-01	1.786691035125537452e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	7.533297110586207879e+00	1.880835998285542987e-01	3.963511885535906942e-01	7.482093781785086328e+00	1.025845217132083549e-02	6.300776768715120324e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.094187055981571621e+00	3.600671566713098404e+00	4.913218953280030221e-01	1.916605413864137519e+00	1.879981708066323920e+00	1.449987511635280502e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	3.726919955185356681e+00	2.314045678267245609e+00	1.918613854565068555e-01	6.602346153672079332e+00	1.271370391261036070e-01	1.694197539285751342e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	5.797195047468854057e+00	-2.807403889540111219e+00	7.618018672902103772e-01	4.210254281133550158e+00	-3.016571012698706644e-01	-1.954442297339852086e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	6.077623442741976412e+00	-8.434485496506123781e+00	1.278073439400770228e+00	8.111681064284612219e+00	-3.789070203419213634e-01	-1.110891326800073564e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	6.409157697906993079e+00	1.686507680606368131e+00	2.243659639719997323e-01	3.107370892695584086e+00	1.885863431912030153e-01	5.737810605077336978e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	2.492516186375735909e+00	-7.894532828724312723e-02	8.611231359484290693e-02	6.757115784377589307e+00	-1.070599008719397369e-03	-3.169032678539347031e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	4.409898561301528019e+00	4.775386382553309161e+00	1.771670903672563635e-01	3.122065383972369101e+00	6.098733505371477515e-01	1.033074657039564803e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	6.547628468017400394e+00	3.960589401982511859e+00	5.842182327492575489e-01	7.420088467495136619e+00	4.658055478183535381e-01	3.214474376182735682e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	9.720348378274225709e+00	-3.889830232037853719e+00	1.726054930954822764e+00	8.867243028705280139e+00	-6.340084930715151890e-01	-3.735750386720546601e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	7.554219010751815233e+00	-2.466202753758827970e-01	3.513108634783724260e-01	2.133023430978164381e+00	-3.726972499443356734e-02	-9.172887511744286237e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	9.295124586496260832e+00	-4.397333140542532881e+00	6.243325618519989240e-01	8.797088704213098964e+00	-2.083423196864462312e-01	-2.751949966591439978e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	7.861411946517129934e+00	6.111741936481419613e-01	1.248592972806244816e+00	6.332543131418612248e+00	1.344116102344217190e-01	1.413078616246245200e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	6.323993811897895334e+00	-6.622142035095758494e+00	3.864067098950978441e-01	2.140166684426012544e+00	-6.799913731777641468e-01	-5.343585869329832150e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.727647171407977300e+00	1.252721412054228711e+00	6.939238610735036783e-01	4.851369283763287577e+00	3.425202848687444734e-01	4.591989043831593342e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	7.007651865619807907e+00	-4.931762678697128588e-01	2.533705436949464929e-01	2.450491868554423025e+00	-4.809733224797602819e-02	-5.673897554511115465e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	6.608010798370006711e+00	-3.647957804224490452e+00	6.618556698853758080e-01	7.303407959279964778e+00	-2.349480962088056624e-01	-2.094999342799877873e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	6.425577886501192104e+00	-2.890451648263392848e+00	3.073453551974334452e-01	7.830740153843390061e+00	-8.585975596716587110e-02	-8.854963187438557037e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	5.408278889322204463e+00	-1.724479171514276876e+00	4.735168151624694621e-01	1.941909992211129810e+00	-3.071661862345861360e-01	-3.682089350070024691e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	5.757075436859087958e+00	3.299918183517425163e-01	3.378286093688240843e-01	5.553232013323755822e+00	2.113491132084906188e-02	1.563242028341077228e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	4.022600785536862844e+00	5.317219639215062799e+00	2.252374419579394049e-01	8.327919097462588738e+00	3.108459979853560595e-01	3.268710059440391280e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	5.665906769161163758e+00	-2.415668245971763550e+00	7.098084009361292912e-01	9.421882230571021921e+00	-9.027373037190958294e-02	-5.060132377396654668e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.785075559811983403e+00	4.721938728162061949e+00	9.546495653200143261e-02	5.624922375560278631e+00	2.707872367406596315e-01	1.916497844044018573e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	8.250170744835747527e+00	-1.396752143969665738e+00	3.444627909456020598e-01	9.547832039839665441e+00	-4.395183158240377475e-02	-6.254924717866675588e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.669361829371879935e+00	4.901060063832177072e+00	9.338445645535900508e-02	5.817911399475102385e+00	2.495124585475294865e-01	1.765946216058288387e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	1.773635345320030421e+00	3.803167138423085181e+00	6.474401146963407183e-02	4.536361253390513326e+00	1.846914337882773482e-01	1.065056859823541258e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.916075174519511926e+00	5.337815579811539202e+00	2.568145203747763672e-01	8.632228194737187721e+00	2.588338581997242649e-01	2.089837432277512175e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	6.921904453989980333e+00	-1.403835903999154944e+01	2.484127202749941143e-01	5.430926793550450604e+00	-1.062428617377105117e-01	-1.689612039305673941e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	4.932821468614012161e+00	5.509511285537688430e+00	9.166843810545216575e-01	5.247553446472061012e+00	1.629899240746491174e+00	5.003418834812205063e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	3.493047954229225649e+00	-9.012241205652471443e-01	4.202014353111391265e-01	5.407638581894189223e+00	-2.748009363207288072e-02	-2.085218873972094045e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	6.017434189541195799e+00	1.254058967837405447e+00	1.427363051555318174e+00	8.621633706769811667e+00	3.104352655886569168e-01	9.146760460603648113e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	4.125396886937697793e+00	1.387723874767917032e+01	3.493459166439385477e-01	8.486686821357034560e+00	1.377485419464347993e+00	6.271323987172885417e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	9.394786386189181826e+00	-5.283070908024899204e+00	6.970368181233427274e-01	4.640775468649542823e+00	-3.082584604183498667e-01	-2.959963566078571695e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	9.301176437793877483e+00	-2.930674335129401342e+00	9.009471309242039760e-01	4.002403496203687183e+00	-2.052425586341892760e-01	-3.724665765569243447e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.523478568904724106e+00	3.782226693425114750e+00	2.169776120337613967e-01	5.417344995515047223e+00	2.167002840789897800e-01	7.593598463955387734e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	3.949482243311028373e+00	-1.113938569566863990e+00	3.122112491749362562e-01	6.148071873528437870e+00	-4.708860185053281855e-02	-4.924486619309590418e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	7.628219282858389683e+00	1.975512975540456129e+00	7.213804246824894184e-01	3.145335219398504467e+00	5.216088799611712234e-01	5.151356153449001551e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	1.345785327596192404e+00	5.069663084385670482e-01	7.517597219548262377e-02	8.140537592142498724e+00	6.380060327753606271e-03	4.119706588181982210e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	5.270248362947660858e+00	-8.916498814008281260e-01	7.748181637264792698e-01	5.362197620106037732e+00	-5.194435898648204486e-02	-3.721771326799720558e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	4.014744346523776208e+00	1.400831953713645284e+01	1.640840619686134705e-01	4.013751174444453618e+00	1.391262042693957257e+00	1.409809747665352608e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	9.280203064671370683e+00	-1.808324972879784776e+00	1.851858839534920698e+00	1.965306799881080035e+00	-1.299502901975285285e+00	-1.303217594693446335e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.101074741467539697e+00	1.330787445691053605e+01	3.740442136692888331e-02	3.152440439344251111e+00	1.228856362588649720e+00	1.197533318991595097e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	5.979866263888440336e+00	-3.783667500024465724e+00	2.512204128971575190e-01	9.540226846514896053e+00	-6.499856168429127279e-02	-1.234275439677028796e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	7.667736874517505186e+00	-9.373790541743851623e-01	9.165300013859659645e-01	3.748223647354433918e+00	-2.120588725124832041e-01	-3.879219845866994087e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	5.367349300359459896e+00	9.377769764531149743e-01	1.702935022445303703e+00	2.515902035110027857e+00	7.501853922498818994e-01	1.179729045413277166e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	1.766597259999390879e+00	4.007018426338830430e+00	7.094086148087648536e-02	5.147169498553102684e+00	2.001094377783896316e-01	1.437610259249503919e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	9.750619944149127249e+00	-4.161177112532539191e+00	4.410064969182858063e-01	3.758781920190827019e+00	-3.577409116503157405e-01	-6.671163546844059988e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.660058885048661281e+00	1.134615912348888145e+00	2.502986342806244879e-01	1.324681524910497288e+00	2.347183165587243547e-01	4.491088065774734295e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	6.527230759544369043e+00	-3.965150893711327562e+00	2.735932335595903653e-01	3.899765218755016249e+00	-2.069008602257091933e-01	-4.100439943772362650e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	3.134070829922760204e+00	1.730163607331569320e-01	6.274374376396191222e-01	5.903680972379844683e+00	2.042098668738011671e-02	6.261540489118285757e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	5.353326540341892148e+00	1.535255376712702846e+00	4.228004291966007133e-01	5.965623043525555502e+00	1.604796859270542775e-01	1.810837347847211065e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	4.865089139204970436e+00	-4.337527291729783130e+00	7.930171266445380507e-01	4.206367697446640186e+00	-5.108329602532423186e-01	-1.880863411296743948e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	1.676803250292395964e+00	1.059825624760776286e+01	6.365309975713037693e-02	5.026633269078810251e+00	5.797689588025070062e-01	1.592693247503434550e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.960295390767218038e+00	2.560552221690264307e+00	9.898063175637651645e-02	9.693650511495025768e+00	4.141044502507856828e-02	8.387200895429159919e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	8.538833523110914925e+00	-1.347921120792466176e+00	7.157376009021015895e-01	4.403571100953041828e+00	-1.704695888138991200e-01	-1.054864611181985046e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	3.160348275263852980e+00	7.176978596301314184e+00	6.699196105514138022e-01	3.325744749014553747e+00	3.536130781219337216e+00	4.826540332933463517e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.761146445502958180e+00	3.903731329039826226e-01	2.423148145582294799e-01	3.186358209647034645e+00	3.205483333071034585e-02	8.982272253787049188e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	5.540554498117802318e+00	-7.129303309064561667e+00	4.705877845375501800e-01	5.120184125609817727e+00	-1.817499202507397438e-01	-2.610905730786708734e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	7.914029421828173483e+00	-6.706448177765254925e+00	3.486743284768767381e-01	7.845564294701678598e+00	-8.210767709285381188e-02	-2.971898515074296476e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	1.551012490163485635e+00	1.393739137910302572e+00	7.688303786520289673e-02	2.861224731694231416e+00	1.559854633846873007e-01	1.037083201040186031e+00
